lgacode21,did_not_go_to_school_indig_f,did_not_go_to_school_indig_m,did_not_go_to_school_non_indig_f,did_not_go_to_school_non_indig_m,did_not_go_to_school_indig_stat_notstated_f,did_not_go_to_school_indig_stat_notstated_m,y8_below_indig_f,y8_below_indig_m,y8_below_non_indig_f,y8_below_non_indig_m,y8_below_indig_stat_notstated_f,y8_below_indig_stat_notstated_m,y9_equivalent_indig_f,y9_equivalent_indig_m,y9_equivalent_non_indig_f,y9_equivalent_non_indig_m,y9_equivalent_indig_stat_notstated_f,y9_equivalent_indig_stat_notstated_m,y10_equivalent_indig_f,y10_equivalent_indig_m,y10_equivalent_non_indig_f,y10_equivalent_non_indig_m,y10_equivalent_indig_stat_notstated_f,y10_equivalent_indig_stat_notstated_m,y11_equivalent_indig_f,y11_equivalent_indig_m,y11_equivalent_non_indig_f,y11_equivalent_non_indig_m,y11_equivalent_indig_stat_notstated_f,y11_equivalent_indig_stat_notstated_m,y12_equivalent_indig_f,y12_equivalent_indig_m,y12_equivalent_non_indig_f,y12_equivalent_non_indig_m,y12_equivalent_indig_stat_notstated_f,y12_equivalent_indig_stat_notstated_m
22910,0,0,16,10,0,0,4,0,249,294,0,0,4,11,350,471,4,8,6,9,970,1115,9,12,3,10,912,931,6,7,32,18,3820,3191,17,16
22980,0,0,29,46,0,0,0,4,194,210,3,0,0,5,160,246,3,0,11,4,379,493,4,7,7,6,400,405,0,0,17,5,902,677,5,4
23110,4,5,680,485,7,5,10,11,2193,1583,14,13,23,17,1383,1374,9,3,33,51,3230,3884,17,19,30,40,3061,3491,11,17,95,106,23997,21362,57,52
23190,0,0,33,23,0,0,10,10,439,462,6,8,12,14,528,556,8,5,26,27,1316,1401,9,12,18,23,1504,1550,7,15,41,32,3698,2996,22,12
23270,3,9,3237,2247,20,5,34,36,6419,5481,31,37,52,51,4022,4641,34,28,117,143,8907,11017,43,47,77,97,7732,8511,30,44,264,243,54017,50384,123,138
23350,0,0,14,20,0,0,8,4,236,276,4,3,8,5,337,454,7,8,29,27,1148,1543,12,19,14,21,943,1070,4,4,35,23,3702,2733,24,12
23430,3,3,825,642,7,7,12,10,2992,2095,18,19,15,11,2189,2069,21,17,38,42,6075,6460,28,31,32,30,5985,6396,21,21,150,125,43817,38963,84,92
23670,4,7,609,434,3,3,19,8,2387,1756,22,23,23,35,2674,2725,23,16,73,73,7473,8081,37,38,54,62,6946,7340,19,21,171,128,41850,37458,76,77
23810,5,5,207,187,3,4,41,32,1903,1770,28,21,53,62,2383,2290,24,25,124,109,5551,6286,35,40,85,83,4863,5126,29,31,166,137,13164,10495,62,65
23940,0,0,3,8,0,0,8,7,190,230,4,5,6,8,246,342,3,3,11,8,523,734,13,7,8,5,474,560,3,5,15,14,1188,863,13,8
24130,0,0,51,40,0,0,4,5,555,571,17,10,9,13,780,1059,6,9,24,34,2196,2935,14,24,19,23,2407,2687,10,12,69,77,12592,10292,51,41
24210,3,0,762,521,0,0,6,4,2870,1945,29,11,0,0,1700,1334,10,8,16,24,3890,3494,24,15,10,15,3867,3621,7,22,49,66,36665,34254,78,73
24250,0,0,12,19,0,0,0,4,129,170,3,0,7,3,227,303,0,0,4,12,572,782,3,3,5,6,601,689,4,6,19,15,2083,1607,10,7
24330,0,4,836,585,5,3,8,7,1700,1220,5,19,12,12,876,803,8,0,20,33,1978,2310,9,14,23,33,1742,2173,12,7,160,158,25487,24874,47,45
24410,4,4,481,380,0,3,7,9,1755,1261,13,12,17,15,1801,1733,12,3,53,60,4957,5374,25,16,28,31,5137,5427,29,30,122,126,30556,26314,76,56
24600,0,0,600,434,4,3,8,9,752,563,10,5,9,5,599,651,0,5,24,54,1893,2297,6,9,27,22,2680,2906,3,8,227,281,57044,55434,73,81
24650,4,3,1129,770,8,0,30,42,2934,2471,30,16,58,43,2566,2944,17,17,155,336,7193,9561,34,44,91,75,5561,6335,18,33,251,181,40452,36357,89,83
24780,4,9,314,315,3,6,58,64,1532,1464,18,29,111,103,1621,1731,18,14,224,169,3737,4360,46,42,100,98,3018,3109,30,13,264,178,9434,7705,57,53
24850,3,6,96,97,0,4,16,19,788,830,13,14,21,29,1098,1502,9,19,66,87,2910,3745,28,19,50,40,2481,2797,19,11,145,92,9631,7993,34,21
24900,0,0,49,72,0,3,21,22,725,898,10,19,17,26,937,1263,9,15,45,57,2416,2927,26,24,26,34,1917,1986,22,21,69,59,4853,3560,33,34
24970,3,6,1225,816,10,11,6,11,3864,2583,37,15,8,3,2078,1859,19,9,25,31,4815,4730,26,17,21,42,4499,4744,17,25,130,110,57146,56697,104,100
25060,4,4,864,486,10,0,5,8,3060,1985,31,27,8,12,1481,1340,19,7,26,30,3662,3957,23,20,16,21,3977,4285,16,18,136,127,35211,32154,75,94
25150,0,5,54,58,0,0,5,3,605,572,5,6,13,24,818,1124,8,3,29,42,2157,2875,20,19,21,35,2050,2184,0,12,81,65,7938,6143,16,16
25250,5,7,1503,974,11,3,8,13,4731,3105,29,30,23,27,1772,1748,6,13,50,51,4056,4810,21,23,46,33,3938,4713,15,16,301,254,52211,47899,110,121
25340,0,0,249,241,13,6,23,26,2623,2165,50,28,49,59,3709,3682,37,34,86,149,9896,10906,85,73,67,87,9380,9319,70,56,254,217,39292,32897,191,159
25430,0,0,16,22,0,0,0,4,303,274,3,0,9,4,380,483,3,0,18,51,1034,1667,11,22,11,21,1043,1036,6,0,41,27,4828,3926,21,25
25490,0,0,5,17,0,0,6,10,237,327,6,10,8,3,363,569,9,7,22,15,956,1339,11,11,16,12,1085,1216,5,6,32,24,3493,2504,20,8
25620,0,0,17,23,0,0,9,4,183,267,9,4,0,16,355,625,3,8,8,19,981,1379,8,16,7,18,892,1042,14,5,38,25,2989,2272,9,9
25710,0,3,50,69,0,0,3,3,529,417,0,0,0,8,721,869,7,7,16,23,2262,2949,10,15,17,20,2845,3278,7,8,72,58,17154,15009,47,45
25810,0,0,19,34,0,0,5,6,287,301,5,0,15,12,336,448,4,0,12,13,843,938,4,9,6,5,742,826,9,6,23,22,2054,1714,16,5
25900,3,0,242,192,4,5,9,9,787,657,7,7,12,7,562,670,8,3,24,28,2116,2354,22,12,24,20,2568,2678,10,10,146,150,35613,32489,65,78
25990,0,0,9,17,0,0,0,3,160,210,5,4,4,3,231,328,3,4,6,24,510,926,8,12,12,3,474,476,3,0,24,13,1229,924,16,3
26080,0,0,0,0,0,0,0,0,28,23,0,0,0,0,40,43,0,0,0,0,147,149,0,0,0,0,207,169,5,0,3,0,977,834,5,5
26170,0,0,43,38,0,0,6,10,533,629,26,14,8,6,746,1018,8,11,24,25,1992,2472,17,25,14,20,2053,2163,16,25,45,33,5949,4402,36,30
26260,0,3,22,18,0,0,10,7,369,374,5,5,11,5,461,551,4,0,20,24,1035,1291,11,10,29,21,1097,1115,8,15,45,34,3099,2395,21,19
26350,0,0,304,172,5,0,0,0,926,599,3,5,0,5,513,484,6,5,12,23,1812,1616,9,7,9,11,2447,2001,16,8,104,129,38467,34825,79,85
26430,0,0,22,29,0,0,7,3,231,287,4,3,10,8,310,390,3,0,15,26,787,945,12,8,5,15,739,711,6,0,20,25,2150,1692,21,17
26490,0,0,22,21,0,0,0,9,242,244,5,3,8,5,395,470,8,10,8,16,1359,1702,7,12,14,8,1787,1981,8,8,42,48,9956,8554,43,30
26610,7,3,140,181,0,3,28,26,458,593,10,14,32,32,520,688,9,13,76,74,1191,1537,10,9,52,36,1151,1221,10,0,96,76,3669,2921,24,22
26670,0,0,6,0,0,0,6,7,115,137,5,0,4,0,160,223,0,0,12,12,458,622,4,10,0,0,389,432,4,3,17,15,1086,826,4,7
26700,0,0,58,44,0,0,15,15,580,582,9,5,15,21,732,895,20,3,40,47,2034,2374,26,26,26,22,1898,1861,13,10,59,51,5818,4380,27,32
26730,0,0,48,81,0,0,13,24,704,678,10,12,18,28,895,1026,3,6,53,47,2090,2330,18,11,35,36,2256,2141,11,10,76,59,7465,5749,29,22
26810,9,6,66,70,0,0,12,18,850,975,14,18,32,33,1225,1607,8,12,76,101,3196,4490,24,51,36,44,2933,2966,18,22,103,77,7890,5999,35,31
26890,0,0,8,0,0,0,4,3,78,113,3,4,0,3,92,129,3,0,6,7,281,387,4,0,3,0,278,327,3,0,4,4,676,494,10,0
26980,7,0,954,704,3,0,14,4,2721,1770,15,13,12,9,1977,1712,14,12,33,33,4642,4265,32,23,18,21,4800,4740,25,15,104,90,51912,48033,109,86
27070,0,5,2051,1557,11,10,42,34,6026,4568,44,40,57,78,3590,3782,21,16,117,139,8440,9884,34,52,104,98,7386,8129,33,37,353,247,54800,50913,124,140
27170,3,4,101,107,0,0,15,36,674,659,12,13,43,27,948,1022,10,8,135,106,3277,3640,24,13,64,57,2275,2426,11,7,171,127,8229,6653,20,30
27260,5,7,1735,1306,0,6,23,40,3658,2788,24,25,76,60,3331,3492,18,17,185,276,9318,11137,32,51,120,92,7378,8124,23,24,353,246,70765,69205,103,117
27350,6,4,555,280,6,0,0,15,1227,691,7,10,13,9,513,483,3,9,20,26,1345,1581,6,9,16,19,1594,1844,8,10,143,139,32708,30966,58,72
27450,4,9,325,354,0,5,21,39,1936,1914,17,14,38,54,2883,3868,28,28,118,149,8457,10701,43,63,77,96,8360,9213,37,32,270,207,36411,29353,103,88
27630,0,4,14,22,0,0,0,3,174,203,4,4,6,6,203,264,5,0,9,12,467,536,4,3,7,8,465,533,0,6,13,13,1000,768,7,3
29399,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,17,26,0,0,0,0,21,39,0,0,5,0,238,240,3,6
29499,0,6,13,32,0,0,5,15,73,125,3,4,17,19,124,204,3,3,16,22,346,487,5,6,14,10,255,340,3,3,19,20,1192,1184,10,12
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
30250,0,3,0,0,0,0,30,42,0,0,0,0,93,94,0,0,0,0,178,135,4,3,0,0,26,10,3,4,0,0,39,30,18,26,0,0
30300,5,10,5,7,0,0,25,30,63,103,6,4,26,34,37,83,0,0,103,90,287,411,5,4,33,22,76,84,3,0,93,77,710,539,4,0
30370,0,3,10,18,0,0,18,26,281,386,6,11,21,27,215,329,0,6,54,71,1169,1511,13,15,23,16,296,378,0,4,106,71,2382,1908,12,13
30410,0,0,0,0,0,0,9,12,57,107,0,0,5,8,20,65,0,0,26,18,250,299,3,0,7,8,67,54,0,0,23,16,527,380,0,5
30450,0,0,0,0,0,0,0,3,0,11,0,0,0,0,8,10,0,0,4,0,28,46,0,0,0,0,4,9,0,0,4,8,55,42,0,0
30760,0,0,0,9,0,0,10,3,49,83,0,0,3,5,38,67,0,0,13,9,214,225,0,5,0,6,41,31,0,0,17,14,316,226,0,0
30900,0,0,0,0,0,0,6,11,4,6,0,0,6,6,6,9,0,0,5,11,39,44,0,0,6,8,9,7,0,0,12,0,62,46,0,0
31000,51,63,3896,3049,27,16,390,385,14145,10139,135,73,414,447,8468,8405,55,53,1600,1878,58739,52261,271,256,635,557,18497,20592,59,85,4751,4281,368369,350236,743,667
31750,0,0,0,4,0,0,0,4,6,6,0,3,0,6,4,12,0,0,0,0,21,41,0,0,3,0,3,17,0,0,5,4,54,42,0,0
31820,15,11,202,250,8,0,118,128,2684,2955,37,40,144,153,2345,2685,28,22,465,457,11793,11365,91,100,176,146,2815,2731,15,27,588,511,16351,13805,71,88
31900,0,5,27,38,0,0,25,22,464,511,11,4,38,35,306,382,4,4,109,89,1814,1999,11,10,35,28,399,521,3,5,130,105,2594,2171,11,18
31950,0,0,0,0,0,0,7,6,3,3,0,0,4,0,4,5,0,0,10,18,7,29,0,0,0,3,9,12,0,0,17,26,47,49,0,0
32080,67,50,493,375,7,4,284,251,1775,1717,25,30,325,288,1869,2119,19,22,1185,975,11060,12149,80,76,668,493,4080,4781,20,25,2636,2130,35125,30472,127,133
32250,5,9,5,3,0,0,30,39,24,28,0,0,23,47,27,43,0,0,107,107,102,182,3,6,39,20,38,35,0,0,85,57,183,169,0,3
32260,7,8,81,95,0,7,72,75,636,788,15,15,74,90,453,650,9,12,257,234,2709,3014,42,37,127,111,727,862,5,6,422,331,4452,3993,39,33
32270,3,4,22,37,0,6,16,20,266,408,4,5,33,56,291,440,4,4,123,128,1998,2594,18,21,64,47,605,800,0,8,235,159,4890,4314,12,29
32310,5,4,5,17,0,0,28,30,261,359,7,4,36,23,192,284,0,6,88,96,1079,1115,19,14,31,24,270,262,5,0,118,105,1715,1325,11,18
32330,0,0,0,0,0,0,34,48,0,0,0,0,58,57,0,0,0,0,123,73,0,3,0,0,63,48,0,0,0,0,102,75,0,0,0,0
32450,7,7,3,7,0,0,23,43,20,46,0,4,22,30,34,58,0,0,74,77,149,304,0,3,34,26,41,85,4,0,101,100,488,520,7,7
32500,4,10,4,13,0,0,11,20,40,73,0,6,19,29,52,112,0,3,101,92,237,391,7,13,52,49,105,93,0,3,114,91,600,546,8,13
32600,0,0,0,0,0,0,3,0,5,10,0,0,0,0,0,8,0,0,14,13,14,22,0,0,10,3,8,4,0,0,9,9,26,25,0,0
32750,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,5,0,0,3,8,11,16,0,0,0,7,4,11,0,0,9,6,46,35,0,0
32770,21,12,0,0,0,0,22,61,0,0,0,0,30,41,0,0,0,0,214,189,8,10,0,0,50,50,4,0,0,0,57,30,39,31,0,0
32810,9,7,12,17,0,0,24,39,109,157,5,3,25,22,136,216,4,3,70,93,851,1066,10,15,47,39,400,475,8,9,140,101,2505,2204,15,19
33100,0,0,0,0,0,0,0,3,20,29,0,0,0,3,11,26,0,0,4,8,64,90,0,0,0,0,13,16,0,0,7,3,112,84,0,0
33200,0,0,0,4,0,0,8,6,43,51,0,0,4,9,21,32,0,0,11,17,130,143,0,3,7,6,38,29,0,0,28,17,240,179,0,0
33220,12,9,145,168,3,5,103,151,2603,2977,50,45,170,181,3009,3082,33,45,504,656,14299,13738,109,105,159,159,3490,3371,28,27,649,584,17820,15111,119,90
33360,8,10,45,74,0,0,64,59,866,1024,14,17,112,96,1005,1237,0,6,351,315,5776,6595,30,26,148,119,1844,2172,10,8,482,361,10933,9685,45,33
33430,22,28,970,824,7,11,140,168,6157,5506,83,42,269,294,8611,8723,55,62,1104,1154,48745,45555,290,222,414,392,17333,17683,73,56,2443,2056,152618,135519,452,395
33610,4,0,11,19,0,0,24,33,213,282,9,4,36,33,159,221,5,3,74,61,862,1019,9,8,19,16,213,228,6,5,91,75,1806,1500,7,5
33620,8,7,60,74,0,0,45,54,1181,1367,20,26,68,66,1195,1470,11,14,221,242,6427,6517,48,52,78,54,1626,1642,16,8,264,228,8752,7310,36,38
33800,3,6,17,12,0,0,26,18,358,367,7,4,19,18,206,268,3,0,65,64,1180,1268,15,11,32,26,298,322,5,3,73,67,1668,1607,8,15
33830,0,4,0,0,0,0,21,38,0,4,0,0,17,29,0,3,0,0,72,78,3,4,0,0,49,38,4,0,0,0,107,83,19,12,0,0
33960,26,27,643,525,4,9,181,204,3487,3200,44,30,276,316,3162,3497,22,28,903,1007,17308,17555,88,111,407,316,5305,5712,22,21,1806,1450,46509,41641,134,114
33980,3,0,19,23,0,0,5,13,148,257,3,4,17,23,163,382,4,0,78,102,1353,1944,13,12,33,43,393,618,0,0,172,162,3498,3065,18,7
34420,0,6,0,0,0,0,34,30,0,0,0,0,20,22,0,0,0,0,124,137,0,7,0,0,81,44,6,0,0,0,59,41,21,20,0,0
34530,0,3,27,29,0,0,28,48,684,726,10,9,31,44,619,785,9,5,158,388,3839,4397,36,40,46,41,1021,1092,3,9,257,268,7203,6073,44,35
34570,0,0,0,0,0,0,24,14,0,3,0,0,28,13,0,0,0,0,54,58,3,14,0,0,39,40,0,0,0,0,32,34,18,17,0,0
34580,3,6,101,142,0,8,49,52,923,1095,25,21,54,46,806,1000,12,14,233,195,4159,4461,26,46,47,51,1008,996,16,8,256,180,7364,5878,50,45
34590,30,27,1960,1690,16,13,203,219,5232,4939,57,36,370,394,5133,5861,40,50,1164,1004,26666,26687,141,148,447,360,8446,9180,41,35,2016,1680,68543,61983,213,205
34710,0,0,0,7,0,0,5,10,59,96,0,0,0,4,34,69,0,0,15,15,284,325,5,9,6,5,85,72,0,0,29,26,734,518,3,3
34770,9,18,126,126,0,0,107,128,1928,2210,27,25,168,147,1789,2179,23,23,580,627,11025,12325,84,62,256,222,3073,3489,20,20,1077,919,21753,18175,76,81
34800,0,0,0,0,0,3,0,0,11,16,0,0,0,0,3,19,0,0,8,4,64,75,0,3,0,0,8,15,0,0,4,6,150,123,3,0
34830,0,0,0,0,0,0,19,13,0,0,0,0,11,14,0,0,0,0,39,31,3,8,3,0,19,14,0,3,0,0,25,27,8,7,0,0
34860,4,0,25,16,0,0,24,56,200,278,8,10,43,47,135,256,0,4,121,122,1026,1273,12,7,39,25,260,273,0,3,146,102,2245,1687,8,10
34880,6,23,65,62,0,4,73,101,470,529,12,15,77,68,270,465,4,8,203,870,1809,2107,22,29,95,92,474,593,7,9,286,334,3687,3159,29,38
35010,23,54,688,725,11,8,258,309,7034,6536,91,51,421,455,7307,7707,60,58,1477,1680,42804,40808,208,199,578,444,12332,12942,42,54,2828,2223,102330,90578,296,272
35250,13,8,0,0,0,0,44,69,0,0,0,0,24,25,0,0,0,0,108,98,5,10,0,4,38,13,0,5,0,0,78,47,44,37,0,0
35300,26,37,18,17,0,0,104,140,127,210,7,3,111,128,144,223,3,8,343,305,959,1320,5,9,150,101,328,445,4,6,490,334,3122,2797,12,17
35600,0,3,7,6,0,0,23,19,116,130,0,0,15,9,47,94,0,0,53,45,347,385,0,4,18,16,83,64,0,0,46,31,676,484,9,0
35670,3,5,0,0,0,0,20,22,0,0,0,0,17,29,0,0,0,0,64,59,4,7,6,4,35,28,0,8,0,0,72,47,0,12,3,5
35740,0,6,43,41,0,0,9,21,557,524,6,8,19,18,755,813,7,9,78,76,4988,4639,32,32,22,27,1877,1760,7,19,141,169,13635,12249,53,48
35760,0,0,15,26,0,5,24,34,312,438,4,7,14,27,194,272,0,0,81,69,1054,1240,14,16,15,12,205,207,6,0,88,58,1524,1149,9,18
35780,3,5,0,0,0,0,27,29,5,0,0,0,17,25,0,3,0,0,106,105,20,27,0,0,166,105,6,15,3,0,362,274,70,76,3,0
35790,0,7,0,0,0,0,64,90,0,0,0,0,69,76,0,0,0,0,179,192,3,10,0,0,126,83,4,3,0,0,190,130,32,21,0,0
35800,0,4,3,4,0,0,33,26,27,42,0,0,20,23,21,33,0,0,48,49,126,142,0,0,32,13,30,16,0,0,63,51,181,163,3,0
36070,3,3,0,0,0,0,25,34,0,0,0,0,12,19,0,0,0,0,54,39,6,12,3,5,30,24,6,0,0,0,44,29,20,21,0,0
36150,0,0,0,0,0,0,3,4,4,7,0,0,0,0,3,22,0,0,6,8,61,85,0,0,0,0,13,10,0,0,11,7,153,97,0,0
36250,8,12,171,142,3,5,66,82,2257,2065,21,16,91,113,2257,2374,22,6,384,385,15389,14179,80,81,132,127,4022,4430,16,12,733,590,36016,32453,98,100
36300,0,0,0,4,0,0,0,8,11,22,0,0,0,0,7,12,0,0,4,8,50,94,0,0,0,0,20,18,0,0,10,0,132,80,0,0
36370,20,25,132,171,4,4,127,147,1742,1858,33,15,152,159,1238,1525,11,12,540,516,7403,7279,38,53,255,187,1764,1848,8,16,990,766,14727,12544,48,49
36510,0,0,39,52,3,0,25,31,841,961,21,13,43,41,710,958,5,4,126,128,4077,4388,30,27,35,36,1126,1203,6,10,216,174,8608,7123,49,48
36580,0,3,49,45,0,0,19,28,553,656,14,15,37,30,499,735,7,9,118,89,2626,2935,26,18,36,41,670,699,4,6,153,98,4133,3509,30,27
36630,5,3,44,60,0,4,50,65,931,1110,18,18,64,72,757,1027,16,9,169,170,3762,3943,33,45,69,63,851,837,11,0,237,166,4918,3960,34,25
36660,5,12,64,81,0,0,41,57,863,984,20,17,68,65,758,888,13,13,196,156,4084,4091,60,43,53,47,908,910,9,13,222,166,6066,5140,40,37
36720,25,27,292,325,0,10,95,111,4077,3796,54,47,171,170,4755,4852,42,34,678,736,31507,28549,143,136,230,244,10007,10030,35,48,1392,1202,80872,69237,215,245
36820,6,9,35,42,0,0,42,43,460,591,19,11,64,46,408,513,6,7,174,156,2671,2721,29,25,83,43,693,702,10,10,218,233,4529,3776,40,34
36910,17,32,723,444,9,6,143,162,3576,3635,54,52,218,222,2504,2797,26,33,704,652,15888,15282,115,116,281,207,3728,3650,31,20,1212,942,35609,30308,103,106
36950,0,3,3,0,0,0,45,37,4,5,0,0,28,21,8,15,0,0,145,130,37,79,0,0,87,60,24,34,0,0,445,401,262,228,0,4
36960,16,17,5,3,0,0,107,95,14,14,0,0,46,87,3,6,0,0,206,228,10,16,0,0,163,137,0,3,0,0,651,553,48,31,0,3
37010,38,61,321,303,6,4,230,304,2476,2380,35,34,323,317,2368,2690,20,26,1293,1439,14828,15064,115,90,577,445,4465,5186,31,40,2350,2079,40124,35887,124,118
37300,0,0,0,0,0,0,3,8,9,14,0,0,3,8,27,39,0,0,36,63,177,282,5,4,32,20,62,102,0,0,147,129,708,593,0,0
37310,9,9,38,50,0,0,68,78,673,885,11,11,73,85,547,745,9,5,271,205,3028,3534,21,29,74,61,704,797,3,5,272,227,5497,4483,27,27
37340,0,10,54,76,0,0,32,57,487,624,13,5,50,43,587,756,8,8,184,215,3223,3880,21,29,75,68,1019,1255,10,10,287,233,6690,5690,46,43
37400,0,0,0,0,0,0,3,0,22,40,0,0,5,0,16,27,0,0,7,13,99,118,3,0,3,0,27,19,0,0,10,7,203,133,3,0
37550,0,0,0,0,0,0,26,26,0,0,0,0,24,31,0,0,0,0,146,98,3,7,0,0,45,24,0,0,0,0,82,43,22,16,0,0
37570,0,0,0,0,0,0,12,5,0,0,0,0,5,15,0,0,0,0,28,17,0,0,0,0,18,15,0,3,0,0,19,27,3,0,0,0
37600,0,4,0,0,0,0,50,36,0,0,0,0,87,76,0,0,0,0,274,274,5,5,0,0,172,134,0,4,0,0,232,204,16,15,0,0
39499,6,7,20,30,0,0,22,43,121,218,3,0,36,47,252,378,4,5,89,120,1136,1366,13,13,34,37,438,478,0,0,99,92,2370,2101,10,11
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,23,0,0
40070,0,6,53,60,0,0,6,9,112,99,0,0,9,4,141,135,0,3,14,64,487,642,5,10,22,23,781,843,5,0,70,61,8735,8895,25,11
40120,0,0,15,25,0,0,0,0,287,284,8,5,3,6,346,398,4,4,5,12,1575,1870,8,11,13,14,2196,2513,13,18,57,43,10737,9578,53,43
40150,0,0,24,24,4,0,5,10,93,210,7,3,7,9,199,268,0,0,17,13,662,873,0,0,14,22,728,871,10,6,30,15,1621,1247,3,12
40220,0,0,18,35,3,0,9,10,388,425,0,3,13,14,578,660,4,8,22,29,2199,2269,18,13,34,39,2432,2423,20,10,49,52,5650,4725,26,40
40250,15,17,0,0,3,0,116,127,0,0,0,0,89,94,6,0,0,0,194,192,4,9,0,0,142,92,10,9,0,0,125,87,103,55,0,0
40310,0,0,22,23,0,0,3,3,454,441,4,8,3,7,455,538,0,3,20,19,1599,1762,17,21,17,16,1842,2005,18,18,48,28,5100,4193,13,12
40430,0,0,0,0,0,0,0,3,53,84,3,0,0,0,70,106,0,0,9,5,209,243,5,7,0,5,237,230,4,3,4,6,386,316,5,7
40520,0,0,35,31,0,0,14,18,273,326,12,3,23,21,255,304,5,5,50,46,726,836,0,15,39,24,754,793,8,7,43,37,1725,1413,12,10
40700,0,0,105,59,0,3,0,8,409,256,3,0,4,4,287,212,0,3,5,8,1385,931,12,4,7,14,1792,1443,3,6,33,40,14438,13404,35,20
40910,0,0,321,185,0,0,12,5,1434,1019,5,15,6,4,635,528,3,0,40,29,2137,1959,13,17,28,29,2610,2675,7,9,79,49,14745,13599,34,25
41010,0,4,0,6,0,0,27,20,54,65,3,3,29,23,40,83,4,5,59,72,198,252,0,7,57,50,182,230,0,0,78,37,463,370,4,4
41060,3,4,784,479,9,3,35,32,3051,2162,27,20,61,47,1735,1421,17,17,142,132,5784,5399,39,35,109,117,6406,6773,31,31,310,253,30795,28802,75,95
41140,0,0,8,9,0,0,5,0,148,155,6,3,3,4,167,198,0,0,11,13,598,615,7,10,19,10,725,811,7,8,17,22,1749,1459,13,16
41190,0,0,4,3,0,0,0,0,48,32,0,0,0,0,27,40,0,0,0,0,93,120,0,0,0,0,110,173,0,0,0,0,301,243,0,0
41330,0,4,3,3,0,0,9,14,23,53,0,0,8,7,18,41,0,0,15,26,52,110,3,3,17,7,50,104,3,0,19,14,218,215,0,0
41560,0,0,12,10,0,0,11,12,347,430,3,10,11,6,439,499,9,6,39,37,1374,1405,20,23,45,33,1307,1360,9,15,50,29,2161,1690,9,15
41750,0,0,0,5,0,0,0,0,17,24,0,0,0,0,22,22,0,0,0,0,61,83,0,0,5,6,69,78,0,0,4,0,162,148,0,0
41830,0,0,0,0,0,0,11,14,26,42,0,0,3,6,35,49,0,0,13,11,101,126,0,0,22,7,121,148,0,0,30,11,253,170,0,5
41960,0,0,0,0,0,0,0,0,19,39,0,0,5,0,32,34,0,0,3,3,97,127,0,0,0,7,111,115,0,0,0,3,187,147,4,0
42030,0,0,42,33,0,0,11,14,468,415,5,0,12,11,539,507,4,9,34,52,1871,1732,11,11,44,38,1908,1992,12,18,100,59,4760,3988,13,13
42110,0,0,8,4,0,0,3,4,92,115,0,0,9,3,102,148,0,4,4,6,289,373,0,0,8,4,301,364,0,5,15,12,649,486,3,6
42250,0,0,0,9,0,0,0,7,101,209,0,0,6,3,117,248,4,3,9,69,427,1061,5,3,7,9,631,786,0,3,17,26,1380,1040,11,5
42600,7,0,69,64,0,0,5,9,405,354,0,6,0,3,440,353,0,0,7,22,2128,1623,23,10,23,25,2346,2196,11,9,71,46,10335,9321,33,28
42750,0,0,0,8,0,0,0,0,55,87,0,0,3,3,78,132,0,0,4,3,286,402,5,0,3,9,335,372,4,0,9,13,984,786,5,5
43080,0,0,0,0,0,0,0,0,35,42,0,0,0,0,16,43,0,0,0,4,55,104,3,5,0,0,67,87,0,0,0,7,157,104,0,0
43220,0,0,0,0,0,0,0,0,20,45,0,0,0,0,16,30,0,0,0,0,49,77,0,0,0,0,87,89,0,0,4,0,172,133,0,0
43360,0,0,4,0,0,0,0,8,66,81,0,0,3,0,48,79,0,0,4,7,176,200,0,0,3,3,205,221,0,0,6,7,377,287,0,0
43650,0,0,0,8,0,0,0,4,177,214,3,0,5,4,222,298,4,7,12,18,927,1071,5,10,11,15,1193,1421,8,13,28,28,3114,2459,13,8
43710,0,0,0,3,0,0,0,0,57,99,0,0,3,0,64,133,0,0,10,36,331,517,0,5,11,6,428,557,0,4,25,8,1034,800,9,10
43790,0,0,18,13,0,0,0,17,303,359,9,3,15,9,281,348,0,5,18,15,798,972,3,9,16,15,918,977,8,0,35,25,1828,1457,10,17
44000,3,6,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0
44060,5,3,272,241,3,0,15,15,1418,1060,8,6,31,28,1282,1113,15,8,91,75,4745,4254,30,16,66,89,5373,5432,20,19,184,187,25076,22170,66,41
44210,0,0,5,7,0,0,4,3,220,260,5,11,3,15,212,324,0,0,9,34,694,1030,9,6,8,7,751,848,0,6,29,27,1288,1101,10,8
44340,4,4,136,98,0,0,5,4,630,470,7,6,4,8,549,491,3,4,12,25,2492,2048,17,13,19,22,3030,3259,13,19,84,81,19722,18041,47,55
44550,0,4,31,29,0,0,4,5,326,323,8,8,8,8,475,516,4,0,15,25,2036,2113,13,10,31,31,2467,2716,16,17,73,73,9479,7778,39,25
