lgacode21,pd_gd_gc_indig_f,pd_gd_gc_indig_m,pd_gd_gc_non_indig_f,pd_gd_gc_non_indig_m,pd_gd_gc_indig_stat_notstated_f,pd_gd_gc_indig_stat_notstated_m,bd_indig_f,bd_indig_m,bd_non_indig_f,bd_non_indig_m,bd_indig_stat_notstated_f,bd_indig_stat_notstated_m,adip_dip_indig_f,adip_dip_indig_m,adip_dip_non_indig_f,adip_dip_non_indig_m,adip_dip_indig_stat_notstated_f,adip_dip_indig_stat_notstated_m,ct_iii_iv_indig_f,ct_iii_iv_indig_m,ct_iii_iv_non_indig_f,ct_iii_iv_non_indig_m,ct_iii_iv_indig_stat_notstated_f,ct_iii_iv_indig_stat_notstated_m,ct_i_ii_indig_f,ct_i_ii_indig_m,ct_i_ii_non_indig_f,ct_i_ii_non_indig_m,ct_i_ii_indig_stat_notstated_f,ct_i_ii_indig_stat_notstated_m
26260,0,0,390,248,0,0,3,3,985,482,6,0,15,0,718,476,8,5,27,31,884,1809,0,21,0,0,122,73,3,0
26350,21,17,9246,7896,20,9,36,41,16696,15149,25,32,13,18,4748,3561,15,3,19,32,1884,3126,9,21,0,0,271,186,0,0
26430,3,0,304,153,0,0,4,5,620,390,0,0,6,5,573,353,9,0,12,26,642,1206,0,6,0,3,92,33,0,0
26490,8,5,2000,1322,7,4,23,11,3789,2966,15,9,11,8,1993,1500,7,9,11,33,1401,3422,9,17,0,0,144,73,0,0
26610,3,0,360,151,0,0,16,8,935,457,3,0,12,13,741,485,4,0,61,70,1038,1883,7,14,4,0,121,63,0,0
26670,3,0,146,96,0,0,5,3,324,153,0,0,3,4,294,183,3,0,6,13,385,759,0,10,0,0,48,24,0,0
26700,11,0,914,468,3,0,7,0,1793,1049,0,7,22,6,1488,868,11,4,34,45,1720,3261,10,19,0,5,197,100,0,0
26730,8,4,1117,703,5,3,13,8,2393,1414,8,0,36,14,1618,1006,4,0,37,68,2129,3443,9,18,8,4,200,122,0,0
26810,10,9,1023,553,4,0,22,8,2293,1285,15,8,28,14,1947,1166,6,6,58,76,2647,5423,12,35,6,6,294,183,0,0
26890,0,0,74,34,0,0,0,0,217,72,0,0,0,0,169,97,0,0,3,7,197,394,0,7,0,0,27,21,0,0
26980,18,13,11945,10695,13,18,25,24,19496,17071,23,23,12,12,7842,6502,18,12,32,44,3894,7716,11,31,0,4,519,363,4,0
27070,31,19,8019,6680,9,17,75,24,15487,11828,26,15,92,40,10254,8252,25,20,145,170,9366,17206,21,63,18,6,996,676,6,4
27170,13,4,1131,639,0,9,30,11,2307,1352,8,5,53,25,2014,1411,6,7,94,115,2961,4795,10,22,10,7,296,170,0,0
27260,27,12,14293,14071,6,11,60,28,22720,19359,19,14,110,43,11741,10737,16,19,187,181,10082,16977,24,41,13,12,1038,777,0,0
27350,33,31,9373,7526,12,5,63,36,14539,13538,23,27,20,17,3243,2871,5,6,20,27,1801,3229,6,13,5,0,248,208,3,0
27450,22,18,5516,3363,12,3,69,20,10884,7257,21,13,72,45,8532,5485,18,14,108,199,8462,18337,24,77,21,8,908,494,3,0
27630,0,0,107,48,0,0,6,0,267,121,0,0,10,0,282,163,0,0,6,4,363,682,0,0,0,0,34,25,0,0
29399,0,0,20,18,0,0,0,0,89,57,0,0,0,0,37,22,0,0,0,0,23,91,0,3,0,0,4,3,0,0
29499,4,3,190,138,0,0,4,5,357,332,6,0,7,5,198,158,6,0,17,19,318,588,5,10,0,3,54,53,0,0
29799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
30250,0,0,4,0,0,0,5,0,11,9,0,0,6,4,3,12,0,0,7,17,0,7,0,0,9,0,0,0,0,0
30300,6,0,57,23,0,0,8,0,220,97,0,0,19,3,123,70,0,0,49,48,160,327,0,0,0,3,31,14,0,0
30370,0,0,158,78,0,0,12,0,615,268,3,0,13,3,369,202,0,3,37,55,759,1498,3,10,9,8,88,86,0,0
30410,3,0,34,22,0,0,5,0,149,59,0,0,3,5,85,46,0,0,16,17,151,271,0,0,0,0,21,8,0,0
30450,0,0,5,3,0,0,0,0,19,7,0,0,0,0,7,6,0,0,3,0,17,35,0,0,0,0,0,3,0,0
30760,0,0,21,8,0,0,3,0,85,25,0,0,0,4,66,48,0,0,11,8,100,153,0,0,5,0,18,12,0,0
30900,0,0,3,0,0,0,0,0,8,3,0,0,5,0,10,8,0,0,0,0,30,39,0,0,0,0,4,0,0,0
31000,483,311,71769,62461,92,73,1108,737,138459,115470,213,157,975,593,53533,44454,134,107,1462,1868,43626,79118,113,241,245,191,5477,4537,8,7
31750,0,0,5,0,0,0,0,0,8,9,0,0,0,0,9,11,0,0,3,4,28,38,0,0,0,0,5,0,0,0
31820,33,15,1455,985,4,0,72,50,4629,2460,9,9,113,46,3589,2083,11,6,378,391,6075,11047,32,60,65,49,827,579,4,3
31900,6,0,166,74,0,0,7,5,664,330,0,0,23,5,463,286,0,3,72,81,858,1996,3,16,16,10,103,57,0,0
31950,0,0,11,0,0,0,0,0,7,10,0,0,0,3,11,6,0,0,4,14,7,37,0,0,0,0,3,0,0,0
32080,155,71,4636,2856,5,7,344,144,10977,6588,31,16,553,218,7223,5243,21,24,1179,1139,8637,16600,38,83,187,151,993,782,5,3
32250,0,0,24,8,0,0,5,0,59,28,0,0,11,3,42,29,0,0,32,43,64,168,0,3,4,0,13,8,0,0
32260,19,5,407,220,0,0,29,10,1106,618,5,0,77,27,975,612,8,3,194,162,1428,3147,9,42,44,30,177,105,0,0
32270,7,6,393,201,0,0,21,3,1243,545,3,0,25,6,803,506,0,0,111,137,1447,3203,6,14,19,10,221,166,0,0
32310,9,0,153,95,0,0,15,3,449,181,0,0,21,8,315,133,0,7,50,60,558,1062,3,11,14,8,83,54,0,0
32330,5,0,0,0,0,0,5,6,0,0,0,0,28,10,0,0,0,0,46,52,0,0,0,0,17,5,0,0,0,0
32450,3,0,39,33,0,0,7,4,150,96,0,0,10,3,73,66,0,0,36,53,126,410,6,6,8,3,21,7,0,0
32500,0,0,86,37,0,0,5,5,212,108,0,0,23,7,130,88,0,0,77,80,157,428,4,3,9,12,26,22,0,0
32600,0,0,0,0,0,0,0,0,9,5,0,0,0,0,11,8,0,0,4,7,11,26,0,0,0,0,0,0,0,0
32750,0,0,5,4,0,0,0,0,16,4,0,0,0,0,7,8,0,0,0,3,10,19,0,0,0,0,3,0,0,0
32770,3,0,14,4,0,0,0,6,30,13,0,0,5,3,0,5,0,0,39,47,3,10,0,0,12,0,0,0,0,0
32810,3,0,262,171,0,0,13,5,704,495,3,0,28,7,554,351,7,0,70,77,615,1425,3,16,12,7,79,58,0,3
33100,0,0,5,5,0,0,0,0,21,17,0,0,0,0,23,15,0,0,4,6,38,73,0,0,0,0,11,0,0,0
33200,0,0,21,9,0,0,6,0,76,24,0,0,5,0,30,21,0,0,9,20,60,117,0,3,0,0,5,9,0,0
33220,44,14,1763,1114,5,0,94,39,4785,2456,27,11,166,92,4475,2878,21,21,375,462,7351,12980,41,79,53,57,899,593,6,8
33360,18,6,904,620,4,6,54,14,2802,1549,10,6,68,23,1945,1391,11,0,286,343,4076,8486,13,25,60,26,581,390,0,0
33430,211,112,19286,14251,32,27,508,261,45519,31774,82,61,684,316,34257,22998,112,55,964,1327,33296,61258,130,224,134,99,3463,2404,21,8
33610,3,6,126,77,0,0,12,3,537,234,0,0,12,4,311,224,0,0,49,42,527,881,4,3,4,6,52,26,0,0
33620,12,5,781,424,3,0,51,17,2171,1102,5,4,73,27,2153,1248,6,4,160,202,3612,6310,20,38,31,21,480,342,3,0
33800,0,0,111,62,0,0,17,4,395,198,0,0,10,3,303,174,0,0,44,59,600,1456,7,5,3,5,63,45,0,0
33830,5,0,3,0,0,0,10,0,12,4,0,0,19,0,4,3,0,0,58,90,4,3,0,0,10,9,0,0,0,0
33960,109,46,4835,3289,7,0,257,86,11550,7010,23,11,417,171,9632,6561,16,20,892,906,14186,22354,55,90,153,92,1830,1335,8,5
33980,5,0,231,140,0,0,16,9,808,445,0,0,18,11,509,351,0,0,87,118,1151,2486,3,12,13,8,160,78,0,0
34420,0,0,0,4,0,0,5,0,16,8,0,0,0,4,3,3,0,0,33,44,4,5,0,0,17,17,0,0,0,0
34530,16,10,801,488,4,3,44,18,2142,1062,6,4,55,21,1414,947,6,7,111,174,2217,4819,13,24,9,13,273,174,0,0
34570,0,0,7,6,0,0,0,0,11,0,0,0,5,3,0,4,0,0,3,18,3,7,0,0,3,8,0,0,0,0
34580,18,7,646,411,3,0,35,12,1827,935,12,4,49,19,1596,934,3,3,118,152,2515,4351,30,51,22,13,375,233,0,3
34590,98,42,6310,4170,14,10,272,105,15771,9880,41,21,485,187,14657,9016,36,29,1041,1128,20464,34476,62,125,189,105,2517,1778,9,4
34710,0,0,72,34,0,0,8,0,224,74,0,0,7,0,136,99,0,0,7,20,212,342,0,0,3,0,30,18,0,0
34770,49,10,1849,1140,0,3,131,38,5883,2826,7,9,177,69,3905,2372,11,12,495,692,7089,15705,24,64,77,50,836,511,9,3
34800,0,0,10,0,0,0,0,0,45,7,0,0,0,0,33,13,0,0,0,4,41,97,0,0,0,0,9,4,0,0
34830,0,0,0,0,0,0,0,0,9,0,0,0,8,7,3,4,0,0,27,31,3,9,0,0,8,17,0,0,0,0
34860,13,0,199,87,0,0,12,8,651,256,0,0,26,9,421,239,0,0,89,78,679,1180,0,5,10,11,97,69,0,0
34880,19,0,368,211,3,4,29,20,1087,580,5,0,69,27,807,525,10,7,113,136,1025,2234,4,29,24,8,102,78,0,0
35010,174,68,11110,7740,17,20,484,187,27912,17560,50,35,701,326,22916,15650,80,39,1467,1520,29791,50496,97,195,181,139,3429,2327,3,8
35250,0,0,10,9,0,0,3,4,17,11,0,0,3,0,3,9,0,0,15,24,0,19,0,0,3,3,0,0,0,0
35300,21,5,337,211,0,0,58,10,958,451,0,0,77,21,468,284,6,4,192,235,801,2084,0,7,35,13,103,70,0,0
35600,3,0,59,24,0,0,7,0,218,61,0,0,5,0,113,80,0,0,35,20,175,304,0,6,0,3,22,17,0,0
35670,3,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,24,29,0,14,0,0,6,12,0,0,0,0
35740,15,3,1802,1396,3,4,30,20,4459,3207,9,8,45,28,3335,2203,14,10,51,111,2803,6019,8,41,9,9,346,217,0,0
35760,0,0,93,52,0,0,7,5,385,172,0,4,16,10,312,175,0,0,45,40,532,852,0,4,9,9,91,56,0,0
35780,11,4,15,18,0,0,22,3,43,16,0,0,87,13,10,12,0,0,198,180,6,39,0,0,51,55,0,0,0,0
35790,3,0,8,6,0,0,7,4,15,9,0,0,22,6,6,3,0,0,53,68,0,6,0,0,12,9,0,0,0,0
35800,0,0,25,4,0,0,8,0,55,27,0,0,12,0,56,27,0,0,25,31,48,108,0,0,3,3,5,3,0,0
36070,0,0,8,3,0,0,0,0,6,3,0,0,0,0,3,3,0,0,25,36,3,13,0,0,10,11,0,0,0,0
36150,0,0,16,0,0,0,3,0,49,16,0,0,0,0,23,12,0,0,12,8,45,63,0,0,0,0,10,4,0,0
36250,48,31,4159,2934,4,10,154,71,10014,6576,17,17,184,91,8697,5855,19,11,333,408,9374,18686,32,75,31,26,1031,753,4,3
36300,0,0,7,0,0,0,4,0,32,11,0,0,4,0,31,8,0,0,0,0,30,77,0,0,0,0,6,4,0,0
36370,48,17,1394,1044,0,3,123,42,4070,2213,13,0,172,67,2534,1521,9,8,446,500,4585,8181,20,46,79,63,628,459,6,0
36510,4,12,943,628,0,0,32,20,2328,1337,9,5,51,31,2060,1285,13,5,98,123,2480,4785,12,36,18,11,284,175,4,0
36580,14,0,380,180,0,0,21,3,980,519,14,6,30,15,995,611,7,3,89,93,1547,2831,13,21,17,8,207,142,0,0
36630,9,5,410,239,0,0,34,8,1286,610,4,3,57,28,1171,667,8,4,130,136,1933,3317,16,28,20,12,294,193,0,0
36660,19,8,570,371,4,0,30,8,1623,943,5,4,42,21,1309,793,4,7,136,131,2223,3595,15,32,13,18,289,197,3,0
36720,105,65,10584,7419,16,14,334,162,25706,16329,50,38,335,168,18233,12093,44,37,603,844,20093,37096,74,124,79,60,2281,1309,5,8
36820,22,3,539,322,3,3,35,13,1342,718,10,5,51,24,1050,641,8,9,105,162,1409,2868,18,16,19,14,176,112,0,0
36910,90,30,4626,3524,11,9,188,93,11167,6657,28,15,244,99,7029,4737,29,17,581,629,10174,16480,34,74,112,85,1269,871,3,0
36950,15,9,63,33,0,0,49,14,124,77,0,0,89,25,45,47,0,0,143,199,35,107,0,0,52,30,0,6,0,0
36960,24,3,8,4,0,0,21,18,23,9,0,0,89,41,3,0,0,0,297,311,4,32,0,0,90,101,0,0,0,0
37010,125,53,5068,3214,7,8,332,140,12231,6974,36,14,490,218,7013,5065,24,16,1074,1145,10422,19867,25,64,159,103,1229,884,0,7
37300,8,0,71,25,0,0,8,0,210,95,0,0,19,6,123,71,0,0,62,96,224,557,0,0,12,3,18,18,0,0
37310,11,13,376,170,3,0,40,6,1520,742,5,0,60,15,1076,657,11,6,160,167,1898,3313,9,23,30,17,303,180,0,0
37340,16,5,518,307,3,0,19,12,1795,943,4,3,47,16,1393,972,10,8,145,170,2096,4476,13,35,25,13,266,206,0,0
37400,0,0,11,5,0,0,0,0,50,15,0,0,0,0,33,14,0,0,3,4,58,90,4,0,0,0,4,5,0,0
37550,3,0,0,0,0,0,3,0,10,3,0,0,14,4,0,3,0,0,40,41,4,13,0,0,14,8,0,0,0,0
37570,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,25,18,0,0,0,0,7,4,0,0,0,0
37600,10,0,0,0,0,0,17,5,11,3,0,0,45,18,3,7,0,0,150,186,0,3,0,0,44,30,0,3,0,0
39499,4,0,291,235,0,0,10,3,819,491,0,0,21,15,553,368,4,3,59,84,713,1351,7,13,12,7,101,59,0,0
39799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,7,0,0
40070,3,3,2109,2027,0,8,16,14,3288,3251,6,6,6,9,928,925,5,0,25,25,638,942,0,3,4,5,78,80,0,0
40120,8,5,2138,1744,4,4,21,11,4075,3076,18,13,10,9,1951,1500,7,8,18,31,1647,3580,14,21,0,0,218,139,3,0
40150,0,0,124,51,0,0,8,0,298,132,0,6,9,3,355,180,0,3,16,17,694,1201,5,5,3,0,74,55,0,0
40220,4,0,695,423,0,0,8,9,1609,1005,8,8,16,10,1454,943,6,3,33,59,1865,3345,14,16,3,5,220,147,0,0
40250,0,3,26,8,0,0,8,0,53,26,0,0,10,4,12,6,0,0,22,25,19,17,0,0,20,17,0,0,0,0
40310,6,0,572,355,0,4,10,0,1443,879,7,3,13,5,1207,770,0,5,21,22,1573,2909,3,19,4,0,193,143,0,0
40430,0,0,37,13,0,0,0,0,108,34,0,0,0,6,102,61,0,0,3,8,140,275,0,4,0,0,19,7,0,0
40520,8,0,128,98,0,0,11,0,423,232,0,0,9,3,354,181,0,0,40,31,662,1052,7,13,7,8,75,58,0,0
40700,11,3,3550,3446,7,4,7,12,5943,5300,6,8,5,6,1969,1503,10,0,8,15,1090,1712,7,0,5,0,135,83,0,0
40910,7,5,2782,2425,4,3,19,0,5329,4269,8,7,15,10,2290,1846,0,9,33,26,2056,3805,9,27,8,0,199,155,0,0
41010,3,4,48,22,0,0,14,0,128,62,0,0,19,3,132,57,0,0,45,39,131,294,0,0,8,0,6,18,0,0
41060,26,14,4665,3586,7,14,61,39,10375,8133,19,13,61,33,5064,4288,7,8,144,152,5588,10515,20,43,15,9,603,482,0,7
41140,6,6,214,135,0,0,3,3,544,326,3,4,4,0,405,227,0,0,8,13,555,947,5,6,0,0,69,41,0,3
41190,0,0,26,9,0,0,0,0,91,28,0,0,0,0,67,27,0,0,4,0,90,186,0,0,0,0,14,3,0,0
41330,0,0,33,20,0,0,5,0,59,40,0,0,3,0,50,35,0,0,9,17,47,145,3,0,0,0,7,6,0,0
41560,3,0,181,96,0,0,8,0,530,250,6,3,19,6,557,318,4,3,36,42,972,1587,11,10,8,6,109,82,4,0
41750,0,0,18,0,0,0,3,0,52,23,0,0,0,0,38,27,0,0,0,0,63,80,0,0,0,0,10,5,0,0
41830,0,0,28,3,0,0,4,0,85,37,0,0,3,0,76,25,0,0,9,13,69,183,0,0,4,0,7,10,0,0
41960,0,0,16,5,0,0,0,0,51,23,4,0,0,0,53,16,0,0,4,7,85,161,0,0,0,0,6,10,0,0
42030,3,0,460,299,0,0,19,0,1191,687,0,0,18,5,1131,699,6,0,48,51,1793,2727,0,14,10,3,222,140,0,0
42110,4,0,59,27,0,0,0,0,166,63,0,0,0,0,157,73,0,0,10,13,239,415,0,5,5,6,38,23,0,0
42250,0,0,103,64,0,0,0,4,351,200,0,0,3,8,284,175,0,0,15,13,535,1016,0,0,0,4,75,31,0,0
42600,13,6,1969,1566,3,4,18,14,3891,3042,10,10,13,8,1963,1649,5,3,21,21,1483,2991,5,6,0,4,160,134,0,4
42750,0,0,128,65,0,0,5,3,307,192,0,0,0,0,193,117,0,0,10,10,251,521,0,0,0,0,36,22,0,0
43080,0,0,15,6,0,0,0,0,33,12,0,0,0,0,40,14,0,0,3,0,70,102,0,0,0,0,9,5,0,0
43220,0,0,9,3,0,0,0,0,52,6,0,0,0,0,38,21,0,0,0,0,44,91,0,0,0,0,15,4,0,0
43360,0,0,38,17,0,0,0,0,94,43,0,0,0,0,93,44,0,0,3,7,126,221,0,0,0,0,20,14,0,0
43650,0,0,275,146,0,0,0,3,884,426,5,0,4,3,684,417,0,0,23,17,1136,1871,5,10,5,0,135,73,0,0
43710,0,0,105,48,0,0,5,0,302,131,5,0,9,0,229,140,0,4,10,15,323,649,0,5,0,0,42,25,0,0
43790,0,0,156,71,0,0,7,0,482,226,0,3,7,0,445,263,5,5,20,19,734,1169,4,13,5,0,95,65,0,0
44000,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44060,18,8,4088,3017,5,0,46,23,8705,6305,18,4,32,25,4200,3418,10,13,89,113,4690,8447,11,23,9,8,545,377,0,0
44210,0,0,103,43,0,0,3,0,272,168,6,3,3,0,302,175,0,0,7,18,573,1160,3,8,0,5,97,52,0,0
44340,3,14,4297,3679,9,6,30,17,7924,6359,11,21,12,10,2963,2515,12,9,21,34,2195,4376,8,17,0,5,288,219,0,0
44550,8,7,1324,791,6,4,16,13,3040,1853,9,4,15,10,1925,1410,8,0,29,40,2440,4100,14,24,3,7,284,190,0,0
44620,8,0,438,266,0,0,19,4,1226,634,0,0,13,7,892,518,5,4,53,51,1834,2818,5,11,6,4,244,128,0,0
44830,0,3,50,32,0,0,5,0,145,52,0,0,4,0,132,61,0,0,8,3,153,342,0,0,0,3,17,14,0,0
45040,3,0,263,154,0,0,22,3,701,356,0,0,27,12,660,390,3,3,93,92,1451,2165,8,13,18,8,195,122,0,0
45090,0,0,112,48,0,0,5,0,458,192,0,0,0,0,297,208,0,4,7,6,420,816,0,9,3,0,58,46,0,0
45120,0,0,77,37,0,0,7,0,241,92,0,0,0,0,200,81,0,0,11,7,244,519,0,3,5,0,39,24,0,0
45290,11,0,2705,2296,6,5,16,4,4575,4006,6,12,9,0,1526,1291,4,8,24,28,1134,1992,3,15,0,0,138,100,0,0
45340,30,19,4248,2675,7,7,81,44,10330,6394,19,22,98,38,7836,5406,18,10,271,234,11921,20589,29,84,36,32,1451,1047,4,5
45400,0,0,14,0,0,0,0,0,48,11,0,0,0,0,44,15,0,0,0,3,53,97,0,0,0,0,8,0,0,0
45540,0,0,13,9,0,0,0,0,45,20,0,0,0,0,53,19,0,0,6,0,73,131,0,0,0,6,14,19,0,0
45680,12,3,1033,640,4,4,52,22,2939,1753,12,3,87,36,3030,2027,10,5,303,246,6767,9010,16,36,55,44,930,724,4,0
45890,31,25,5434,4264,7,5,92,45,10169,8249,19,10,71,38,4972,4344,9,12,225,219,6014,10177,16,44,34,28,736,574,4,4
46090,10,3,195,130,0,0,32,10,465,233,5,0,62,17,329,248,0,0,154,145,576,1365,0,11,24,20,87,47,0,0
46300,9,3,212,116,0,0,13,0,664,349,4,0,24,15,487,305,0,0,54,43,890,1522,3,14,8,13,141,70,0,0
46450,5,0,187,115,0,0,9,0,625,271,4,0,12,4,476,293,9,4,51,44,1031,1829,8,18,13,6,142,102,4,0
46510,10,9,1393,1237,0,0,6,3,2554,2207,3,3,9,10,894,820,0,0,14,24,739,1389,0,8,9,4,81,57,0,0
46670,3,0,101,59,6,0,0,0,382,216,5,0,4,3,317,210,0,6,11,17,574,956,0,10,5,4,63,37,0,0
46860,0,0,37,24,0,0,0,0,83,47,0,0,0,0,62,52,0,0,0,3,84,194,6,3,0,0,11,5,0,0
46970,6,0,60,46,0,0,0,4,172,109,0,0,3,3,93,77,0,0,14,18,236,578,6,6,0,3,23,17,0,0
47140,28,9,2972,2445,0,0,54,22,6893,5194,20,5,84,46,4744,3621,12,16,292,257,8034,12916,26,59,43,35,1098,781,4,0
47290,0,0,19,18,0,0,0,0,98,50,0,0,0,5,81,41,0,0,0,4,99,169,0,0,0,0,16,18,0,0
47490,0,0,24,5,0,0,0,0,123,51,0,0,0,0,68,47,0,0,4,0,114,265,0,0,0,0,16,7,0,0
47630,0,0,81,30,0,0,0,0,350,148,3,0,3,0,241,146,0,0,6,11,381,689,0,0,4,0,54,35,0,0
47700,10,6,2963,2379,3,0,37,21,7076,5081,7,8,46,37,4741,3874,6,9,92,93,5773,10953,19,31,10,12,673,440,3,0
47800,0,0,60,29,0,0,5,0,199,90,0,0,6,6,172,110,0,0,21,25,312,502,3,4,4,4,41,41,0,0
47910,0,0,36,13,0,0,0,0,131,65,0,0,0,0,123,46,0,0,3,3,164,284,6,8,0,0,13,17,0,0
47980,4,9,2982,2680,5,5,15,15,5149,4298,7,10,6,3,1668,1264,0,0,15,9,975,1719,3,0,3,0,137,103,0,0
48050,0,0,381,268,0,3,9,3,867,613,4,0,5,4,868,539,7,0,15,17,1022,1727,9,14,3,0,130,76,0,0
48130,0,0,75,34,0,0,4,0,257,123,0,4,0,0,196,123,5,0,16,9,386,658,0,14,5,0,52,46,0,0
48260,0,0,595,561,0,0,0,0,988,867,0,0,0,0,342,265,0,0,4,10,245,345,0,0,0,0,32,16,0,0
48340,0,0,159,73,0,0,3,0,478,233,0,0,4,5,397,207,3,0,21,23,737,1240,0,6,0,0,99,66,0,0
48410,23,9,3093,2488,5,3,47,20,6248,5061,4,10,28,25,2597,2345,9,3,41,62,2462,4666,6,15,7,4,278,217,0,0
48540,0,0,275,175,0,0,24,0,785,461,0,0,26,8,576,382,4,0,71,45,1269,2690,6,12,19,10,215,144,0,3
48640,0,0,16,4,0,0,0,0,44,17,0,0,0,0,40,7,0,0,4,0,53,106,0,0,0,0,4,10,0,0
48750,0,4,143,101,0,0,0,3,298,194,0,0,0,0,330,210,0,0,3,10,342,653,0,4,0,0,46,26,0,0
48830,0,0,128,59,0,0,0,0,425,197,0,0,9,3,441,237,8,0,24,33,641,1379,5,14,5,0,71,53,0,0
49399,0,0,42,9,0,0,4,4,95,54,0,0,8,4,76,64,0,0,28,21,118,308,0,0,11,8,12,23,0,0
49499,0,0,64,36,0,0,0,0,124,102,0,0,6,3,91,56,0,0,12,12,150,291,0,0,3,3,27,24,0,0
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
50080,6,0,867,532,0,0,23,8,2267,1238,10,8,37,23,1793,1111,7,4,87,101,2366,4133,11,23,24,16,409,285,3,0
50210,15,6,2411,1862,0,6,33,21,5920,3966,11,4,80,36,3805,3052,12,8,147,193,5453,8905,17,27,36,20,788,571,4,0
50250,0,3,88,69,0,0,10,0,292,187,0,0,14,9,215,157,0,0,43,84,347,1079,0,0,13,7,30,38,0,0
50280,0,0,485,324,0,0,14,0,1397,894,13,0,0,7,836,553,5,6,16,26,832,1739,3,14,3,3,117,90,0,0
50350,9,0,660,454,4,0,10,5,1354,934,0,0,7,8,665,543,0,0,19,29,762,1484,5,3,8,4,106,87,4,0
50420,18,8,3088,2319,3,0,36,34,6464,5443,10,3,25,23,3010,2728,4,11,71,81,2873,5561,10,14,12,10,452,304,0,0
50490,13,8,1454,1312,3,0,34,18,3458,2824,0,3,39,16,1793,1707,0,3,77,85,1796,3574,7,15,19,22,282,248,0,0
50560,0,0,23,7,0,0,0,0,86,42,0,0,0,0,66,47,0,0,3,0,74,165,0,0,0,0,8,10,0,0
50630,0,0,23,15,0,0,0,0,78,31,0,0,0,0,55,26,0,0,9,3,81,193,3,0,0,0,21,9,0,0
50770,0,0,18,7,0,0,0,0,113,44,0,0,3,0,67,38,0,0,0,0,104,177,0,4,0,0,10,8,0,0
50840,0,0,99,68,0,0,0,0,297,170,0,0,4,0,274,143,0,0,6,10,334,627,0,0,0,0,51,36,0,0
50910,0,0,17,8,0,0,0,0,39,18,0,0,0,0,22,16,0,0,5,0,46,73,0,0,0,0,5,4,0,0
50980,48,20,520,225,4,0,95,25,1110,586,0,3,95,45,556,397,0,0,191,285,514,1226,3,9,77,30,80,55,0,0
51080,0,0,15,4,0,0,0,0,62,21,0,0,0,0,33,18,0,0,5,5,41,80,0,0,0,0,4,5,0,0
51120,0,0,12,6,0,0,0,0,37,19,0,0,0,0,31,14,0,0,4,0,38,87,0,0,0,0,8,5,0,0
51190,9,4,660,486,0,0,29,4,1771,1087,9,0,17,18,1254,841,7,4,79,91,2222,3589,3,17,29,16,319,235,4,0
51260,18,3,925,559,0,0,16,0,2690,1584,4,5,13,10,1939,1319,6,4,49,68,2374,4580,18,18,11,11,357,223,0,3
51310,4,5,2166,2170,0,0,9,12,4092,3672,9,5,8,0,1192,903,7,4,5,4,498,1013,0,0,5,0,92,58,0,0
51330,13,12,4739,4439,3,6,32,17,9482,8402,16,11,28,12,3986,3726,16,10,77,80,3227,6277,5,24,24,6,528,478,0,0
51400,3,0,393,243,3,0,9,0,1144,637,0,0,14,4,701,526,0,0,40,37,1285,2106,4,9,4,9,213,95,0,0
51470,0,0,12,5,0,0,0,0,21,13,0,0,0,0,15,15,0,0,3,0,21,62,0,0,0,0,8,4,0,0
51540,4,0,72,41,0,0,8,0,229,115,0,0,7,3,115,97,0,0,32,43,179,455,0,4,5,7,38,33,0,0
51610,0,0,26,13,0,0,0,0,80,35,0,0,6,0,64,33,0,0,0,7,81,179,0,0,0,0,6,5,0,0
51680,0,0,92,35,3,0,0,0,261,135,5,0,3,3,273,174,0,0,10,11,362,768,6,11,0,0,59,31,0,0
51710,0,0,42,20,0,0,0,0,60,32,0,0,0,0,46,38,0,0,0,0,54,164,0,0,0,0,18,16,0,0
51750,3,3,901,840,0,0,0,3,1664,1494,5,8,0,0,513,325,4,0,8,0,155,295,3,3,0,0,27,21,0,0
51820,26,20,3970,2954,5,7,74,27,9618,6589,11,10,59,41,5217,4014,8,8,130,151,6036,11924,20,27,29,17,865,624,0,3
51860,0,0,12,0,0,0,0,0,19,6,0,0,0,0,13,5,0,0,0,0,18,50,0,0,0,0,7,3,0,0
51890,0,0,76,30,0,0,0,0,228,88,0,0,6,0,241,133,0,0,24,26,629,1178,5,9,0,5,102,52,0,0
51960,0,0,21,18,0,0,0,4,60,39,0,0,3,6,61,36,0,0,12,17,130,355,3,3,0,3,30,20,0,0
52030,0,0,9,3,0,0,0,0,49,16,0,0,0,0,30,25,0,0,5,3,43,128,0,0,0,0,14,4,0,0
52100,0,0,17,0,0,0,4,0,56,18,0,0,3,0,41,20,0,0,4,0,42,100,0,0,0,0,12,15,0,0
52170,0,0,579,603,0,0,8,0,1285,1167,3,3,0,0,313,222,4,4,0,0,95,205,0,0,0,0,27,14,0,0
