lgacode16,pd_gd_gc_indig_f,pd_gd_gc_indig_m,pd_gd_gc_non_indig_f,pd_gd_gc_non_indig_m,pd_gd_gc_indig_stat_notstated_f,pd_gd_gc_indig_stat_notstated_m,bd_indig_f,bd_indig_m,bd_non_indig_f,bd_non_indig_m,bd_indig_stat_notstated_f,bd_indig_stat_notstated_m,adip_dip_indig_f,adip_dip_indig_m,adip_dip_non_indig_f,adip_dip_non_indig_m,adip_dip_indig_stat_notstated_f,adip_dip_indig_stat_notstated_m,ct_iii_iv_indig_f,ct_iii_iv_indig_m,ct_iii_iv_non_indig_f,ct_iii_iv_non_indig_m,ct_iii_iv_indig_stat_notstated_f,ct_iii_iv_indig_stat_notstated_m,ct_i_ii_indig_f,ct_i_ii_indig_m,ct_i_ii_non_indig_f,ct_i_ii_non_indig_m,ct_i_ii_indig_stat_notstated_f,ct_i_ii_indig_stat_notstated_m
26260,3,0,276,193,0,0,3,0,858,431,3,0,0,3,643,417,8,4,8,16,788,1685,7,16,4,3,134,62,0,3
26350,19,10,7118,6495,17,19,20,23,15394,13630,51,31,13,12,4743,3444,25,14,15,28,1862,3418,3,19,0,0,259,139,3,0
26430,0,3,181,112,0,0,0,0,499,275,5,4,6,3,487,290,7,6,4,15,492,1088,5,13,0,0,67,24,0,0
26490,3,0,1059,756,7,0,10,3,2531,1913,11,9,5,5,1526,1161,11,3,10,13,1094,2827,3,18,0,0,143,68,0,0
26610,3,0,224,105,0,0,10,4,752,381,3,3,16,9,633,434,5,5,39,50,839,1792,8,24,8,3,120,52,0,0
26670,0,0,94,62,0,0,0,3,265,140,0,0,4,0,288,155,3,0,5,3,316,762,3,8,3,0,52,21,0,0
26700,3,0,577,364,3,3,5,3,1489,821,12,3,11,7,1311,807,10,4,20,35,1437,2952,12,33,5,5,169,99,0,0
26730,8,8,707,444,0,0,3,3,1919,1185,9,0,13,9,1405,833,11,9,24,40,1742,3209,10,28,12,3,229,100,3,0
26810,9,4,713,385,8,3,11,9,1884,995,21,11,12,8,1652,1051,10,4,34,41,2139,5057,12,38,10,0,280,142,0,0
26890,0,0,59,21,0,0,0,0,186,62,3,0,0,0,164,99,6,0,0,3,185,356,0,0,0,0,28,23,0,0
26980,6,5,8708,7923,30,26,13,14,17003,14557,57,42,10,10,7479,6181,33,22,18,21,3751,8229,10,57,3,0,484,319,3,0
27070,19,12,4451,3866,15,7,49,18,11030,8364,49,35,62,28,8332,6235,43,29,106,111,7919,15649,49,109,12,7,978,529,0,4
27170,4,0,744,478,0,0,13,15,1814,1038,6,5,33,15,1737,1237,7,6,62,65,2381,4225,4,20,6,7,324,157,0,5
27260,12,4,7100,7387,24,15,33,21,14013,11226,49,37,68,29,8925,7313,42,29,96,118,8264,15146,42,96,8,10,911,569,4,3
27350,18,10,7261,5741,29,19,35,32,12571,11304,36,34,17,11,3152,2688,20,12,13,28,1757,3152,15,26,3,0,221,154,0,0
27450,10,9,3736,2475,19,11,42,19,8621,5726,35,26,54,20,7752,4917,46,25,72,127,7502,17655,47,148,7,8,868,426,8,6
27630,0,0,67,33,0,0,0,0,239,111,0,0,0,0,264,137,5,5,4,10,320,656,5,10,0,0,46,24,0,0
29399,0,0,18,15,0,0,0,0,54,43,0,0,0,0,34,31,0,0,3,0,29,67,0,0,0,0,3,3,0,0
29499,0,0,163,159,0,0,3,6,444,330,3,10,3,0,208,181,3,3,6,16,235,510,0,12,0,0,34,20,0,0
29799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
30250,0,0,3,0,0,0,5,0,6,10,0,0,13,3,4,5,0,0,19,53,5,22,0,0,12,5,0,0,0,0
30300,3,0,48,24,0,0,9,0,206,90,3,0,19,3,151,97,6,3,28,36,133,317,0,0,6,4,23,10,0,0
30370,0,0,146,83,0,0,7,0,563,268,5,0,17,4,349,219,4,0,19,38,593,1466,5,15,3,4,85,54,3,0
30410,0,0,23,23,0,0,6,0,141,56,0,0,3,3,68,45,0,0,5,5,133,240,0,3,0,3,18,10,0,0
30450,0,0,0,0,0,0,0,0,12,3,0,0,0,0,8,6,0,0,0,0,12,26,0,0,0,0,3,3,0,0
30760,0,0,17,10,0,0,0,0,86,20,0,0,0,3,69,35,0,0,8,5,79,143,0,0,0,0,10,9,0,0
30900,0,0,3,0,0,0,0,0,7,3,0,0,0,0,5,4,0,0,0,0,24,28,0,0,0,0,4,4,0,0
31000,257,182,50974,46484,122,119,668,448,111692,92420,344,272,602,413,46575,38494,170,155,922,1265,36525,74942,160,385,146,125,4637,3200,22,8
31750,0,0,3,0,0,0,0,0,10,3,0,0,0,0,10,8,0,0,3,9,23,40,0,0,0,0,3,0,0,0
31820,11,7,998,741,0,3,45,22,3702,1914,19,8,76,39,2967,1764,23,8,184,229,4561,10067,31,78,43,32,713,432,0,3
31900,0,0,120,81,0,0,4,0,581,292,0,0,10,4,429,244,3,0,46,54,729,2040,9,21,16,9,92,52,0,0
31950,0,0,3,0,0,0,0,0,10,7,0,0,4,0,6,6,0,0,3,6,5,17,0,0,3,0,4,3,0,0
32080,99,45,3189,2068,9,10,252,109,8945,5442,41,33,437,168,6332,4541,36,20,781,813,7068,15767,39,121,193,110,826,586,5,0
32250,0,0,17,13,0,0,3,3,55,25,0,0,12,0,37,34,3,0,24,28,45,159,0,0,3,0,7,4,0,0
32260,12,3,272,175,0,0,23,10,969,566,11,4,42,22,826,546,17,3,147,144,1199,3222,19,22,39,15,171,100,0,0
32270,3,5,278,165,0,0,9,6,1135,566,10,0,21,14,729,476,8,0,35,95,1204,3207,9,28,7,4,189,110,0,0
32310,3,0,108,77,0,0,11,0,422,173,0,3,14,6,303,142,0,3,37,53,440,1038,3,13,11,9,56,48,0,0
32330,4,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,0,0,36,41,0,0,0,0,7,7,0,0,0,0
32450,0,0,38,32,0,0,6,3,105,76,3,3,6,3,64,53,0,0,22,41,80,311,3,4,4,0,15,10,0,0
32500,0,0,64,26,0,0,13,8,154,87,12,3,18,13,128,91,4,0,61,84,138,382,6,9,11,12,26,22,0,0
32600,0,0,0,0,0,0,0,0,3,4,0,0,4,0,3,3,0,0,0,3,9,21,0,0,0,0,4,0,0,0
32750,0,0,3,5,0,0,0,0,16,5,0,0,0,3,9,7,0,0,4,3,20,22,0,0,0,0,3,0,0,0
32770,3,0,7,4,0,0,0,3,13,11,0,0,4,4,5,5,0,0,21,24,0,6,0,0,14,15,0,0,0,0
32810,4,0,190,126,0,0,19,5,583,370,8,0,25,8,457,355,4,3,38,45,524,1346,3,17,14,18,63,42,0,0
33100,0,0,0,3,0,0,0,0,23,8,0,0,0,0,24,12,0,0,0,0,27,72,0,3,0,0,3,5,0,0
33200,0,0,8,3,0,0,0,0,58,14,3,0,3,0,36,23,0,0,4,11,43,141,0,0,3,0,8,5,0,0
33220,35,8,1186,759,3,4,59,21,3640,1922,19,10,92,53,3499,2373,26,21,224,259,5404,11379,39,96,44,26,757,468,3,0
33360,7,9,683,533,0,3,36,16,2553,1476,15,0,40,20,1702,1367,14,6,145,225,3208,8422,20,61,22,17,466,260,0,0
33430,90,49,11823,9281,38,31,262,140,33046,23462,120,89,419,207,27870,18077,127,90,573,804,26936,55713,131,327,74,37,2973,1632,16,10
33610,0,3,90,52,0,0,5,0,500,214,5,3,12,7,340,228,0,3,14,23,441,866,7,7,0,0,59,32,0,0
33620,5,5,502,320,4,3,19,12,1690,848,15,15,39,19,1892,1030,19,12,92,120,2601,5469,26,59,15,13,396,275,0,3
33800,4,0,68,46,0,0,8,3,344,200,0,0,12,9,273,160,5,0,26,34,471,1419,4,15,7,4,70,27,0,0
33830,4,0,0,4,0,0,5,0,5,3,0,0,14,5,0,3,0,0,55,92,3,4,0,0,13,14,0,0,0,0
33960,40,20,2683,1984,8,6,117,55,7908,4863,27,15,257,118,7372,4979,36,32,486,523,10525,18977,53,115,74,45,1346,887,5,7
33980,3,3,163,144,0,0,10,4,813,477,4,0,9,8,452,331,4,0,36,69,958,2534,8,30,7,3,138,80,0,0
34420,0,0,3,0,0,0,0,0,10,4,0,0,5,3,0,0,0,0,23,31,7,26,0,0,13,8,0,0,0,0
34530,6,5,544,407,5,0,25,7,1715,866,6,3,41,9,1148,797,11,5,67,103,1716,4349,17,32,15,11,231,124,0,0
34570,0,0,3,3,0,0,0,3,9,0,0,0,0,3,3,6,0,0,9,23,0,15,0,0,4,3,0,0,0,0
34580,6,0,475,281,3,3,19,5,1376,756,17,7,44,9,1312,762,15,7,63,83,1849,3670,14,42,10,10,297,161,3,0
34590,52,25,3895,2862,18,8,157,80,11953,7392,43,31,277,105,11620,7302,56,36,574,683,15994,30756,71,226,93,67,2089,1216,13,8
34710,0,0,67,28,0,0,0,0,219,80,3,0,7,4,127,99,0,0,8,11,155,312,4,3,0,3,31,26,0,0
34770,30,9,1298,840,11,0,70,17,4928,2458,22,12,122,45,3367,2199,31,8,280,440,5727,15113,32,98,50,24,730,346,4,4
34800,0,0,7,3,0,0,0,0,36,25,0,0,0,0,20,13,0,0,0,0,32,91,0,0,0,0,6,0,0,0
34830,0,0,3,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,15,23,0,6,0,0,7,9,0,0,0,0
34860,0,3,143,54,0,0,8,3,613,273,3,3,25,11,440,296,0,0,57,48,552,1139,3,16,11,9,75,58,0,0
34880,12,0,247,168,0,0,27,7,862,482,4,3,39,20,672,422,16,3,75,86,840,2027,9,21,25,16,106,71,0,0
35010,96,26,7099,5433,27,16,271,116,20741,12949,83,52,417,193,18567,12853,101,67,755,908,23001,44890,129,276,112,81,2688,1665,21,15
35250,3,0,5,5,0,0,3,0,29,14,0,0,8,0,0,7,0,0,17,35,3,17,0,0,3,9,0,0,0,0
35300,14,6,272,148,0,0,37,7,828,446,5,0,53,17,412,278,4,3,118,184,726,2248,3,6,26,22,83,60,0,0
35600,0,0,50,19,0,0,7,0,207,74,0,0,10,0,107,70,3,0,13,19,168,313,0,0,4,3,28,11,0,0
35670,3,0,0,0,0,0,3,0,0,3,0,0,13,3,0,0,0,0,30,38,0,18,0,0,12,7,0,0,0,0
35740,0,5,1226,961,9,3,19,9,3211,2329,30,9,33,25,2888,1822,16,8,48,71,2511,5711,18,38,5,3,321,153,5,0
35760,7,0,87,37,0,4,5,3,327,157,3,4,11,3,294,160,0,0,34,41,431,805,5,11,11,6,75,44,0,0
35780,5,0,10,10,0,0,26,7,30,22,0,0,83,16,16,13,0,0,147,155,10,44,0,0,41,39,3,0,0,0
35790,3,0,13,6,0,0,9,3,25,9,0,0,23,15,0,9,0,0,72,76,5,6,0,0,43,44,0,0,0,0
35800,0,0,19,8,0,0,0,0,47,13,0,0,13,3,46,27,0,0,8,19,59,118,0,0,7,0,11,3,0,0
36070,0,0,3,3,0,0,0,0,9,3,0,0,5,0,4,8,0,0,17,34,4,17,0,0,8,9,0,0,0,0
36150,0,0,6,0,0,0,5,0,36,15,0,0,3,0,20,17,0,0,7,13,41,59,0,0,0,0,0,4,0,0
36250,42,18,2807,2248,12,8,81,39,7822,5385,40,18,107,52,7141,4977,30,29,234,283,7734,17002,33,101,31,17,930,488,4,0
36300,0,0,6,3,0,0,0,0,37,9,0,0,0,0,24,20,0,0,0,0,27,73,0,0,0,0,8,3,0,0
36370,26,14,1035,873,8,4,93,33,3453,1933,12,7,129,51,2206,1395,12,8,280,356,3672,7992,23,57,76,35,533,373,0,0
36510,3,8,652,465,5,0,22,8,1805,1029,14,11,32,21,1684,1018,23,3,61,74,1932,4093,11,26,14,11,285,134,3,0
36580,4,0,259,135,6,0,6,0,775,422,8,5,23,19,845,517,10,3,47,53,1252,2528,7,31,11,5,182,115,0,0
36630,7,4,302,182,4,0,25,15,1124,542,5,4,42,22,1081,597,6,4,64,92,1594,3105,13,35,24,12,265,148,0,3
36660,3,3,403,299,4,0,24,7,1372,775,6,0,29,17,1194,705,13,3,84,90,1710,3270,16,37,14,17,242,143,4,0
36720,54,43,6338,4658,17,18,165,88,17785,11475,83,33,195,96,14493,9554,75,43,364,531,15548,32484,81,195,33,33,1802,996,8,5
36820,10,0,344,272,5,4,15,13,1120,594,10,7,51,15,954,529,14,6,86,91,1102,2682,20,34,21,3,140,95,0,0
36910,58,15,3202,2605,12,7,114,53,8890,5623,36,24,134,61,5969,3996,43,17,328,440,7997,15181,46,90,57,42,1014,660,9,3
36950,16,5,57,25,0,0,40,15,105,65,0,0,76,27,34,41,0,0,105,143,35,119,0,3,48,18,3,5,0,0
36960,17,6,6,4,0,0,20,9,38,4,0,0,82,34,4,3,0,0,239,289,8,35,0,3,99,91,4,5,0,0
37010,66,27,3600,2592,20,19,224,88,10688,6036,35,24,358,151,6404,4691,41,33,679,783,9089,19828,44,105,124,74,1065,655,10,3
37300,7,3,62,37,0,0,14,8,183,86,0,0,21,9,90,71,0,0,44,75,157,566,6,9,3,3,13,7,0,0
37310,3,8,275,142,0,0,15,7,1284,650,8,4,33,10,978,647,9,3,79,96,1436,3182,14,25,14,6,243,141,0,0
37340,4,0,327,216,4,0,13,8,1282,709,14,3,29,17,1204,844,11,6,76,116,1631,4070,15,47,23,10,241,155,3,0
37400,0,0,12,8,0,0,0,0,44,17,0,0,3,0,36,8,0,0,3,10,51,101,0,0,0,0,3,6,0,0
37550,0,3,0,0,0,0,5,3,8,4,0,0,12,4,0,3,0,0,20,20,4,9,0,0,10,7,0,0,0,0
37570,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,11,20,0,0,0,0,5,0,0,0,0,0
37600,12,3,0,0,0,0,14,6,13,8,0,0,39,17,0,3,0,0,80,98,0,3,0,0,33,20,0,0,0,0
39499,0,0,193,189,0,0,12,0,683,440,5,3,15,11,433,320,6,0,21,62,481,1317,4,11,4,5,64,47,0,0
39799,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,0,0,0,6,11,0,0,0,0,3,0,0,0
40070,3,3,1349,1319,3,0,11,7,2583,2455,11,12,0,7,860,810,7,5,9,8,461,763,10,3,3,0,64,73,0,0
40120,6,3,1595,1421,9,3,8,5,3467,2640,16,23,6,11,1885,1405,8,7,15,16,1427,3400,10,28,0,3,195,99,0,3
40220,7,0,422,288,0,0,8,8,1203,755,12,3,7,10,1214,806,13,9,26,28,1433,2864,20,27,3,3,209,125,0,0
40250,3,0,19,10,0,0,5,0,50,20,0,0,17,3,15,8,0,0,30,44,12,23,0,0,8,6,0,3,0,0
40310,0,0,391,263,0,0,4,0,1122,744,9,3,5,3,1018,717,13,6,5,15,1244,2521,8,22,3,3,187,105,4,0
40430,0,0,21,11,0,0,0,0,90,28,0,0,0,0,94,50,0,0,3,6,99,265,0,3,0,0,8,5,0,0
40520,0,0,88,71,0,0,7,3,364,208,6,0,13,7,354,186,3,4,20,28,489,963,7,13,5,3,88,50,0,0
40700,5,0,2630,2710,11,13,12,3,5237,4703,16,19,3,3,2014,1425,11,7,7,5,893,1602,4,15,0,0,147,73,0,0
40910,3,4,1750,1493,7,3,10,7,3999,3349,18,13,4,4,2043,1659,15,16,22,26,1820,3740,8,35,9,0,222,146,0,0
41010,0,0,23,11,0,0,9,0,121,52,0,0,17,4,103,47,0,0,34,26,106,254,0,8,5,6,15,9,0,0
41060,25,6,2937,2339,6,9,53,27,7600,6093,48,22,47,22,4353,3634,29,17,89,112,4487,9830,23,79,16,18,588,420,5,3
41140,3,0,162,88,0,0,0,0,477,289,3,3,7,3,359,230,0,0,10,6,460,900,4,11,0,0,74,51,0,0
41190,0,0,20,3,0,0,0,0,74,26,0,0,0,0,68,27,0,0,0,0,84,178,3,4,0,0,10,4,0,0
41330,0,0,25,17,0,0,5,0,66,52,0,0,8,0,52,38,0,0,7,8,54,164,0,0,0,0,3,4,0,0
41560,3,0,117,62,0,3,4,0,438,211,5,3,13,8,448,252,0,3,26,21,725,1451,10,16,6,6,114,59,0,0
41750,0,0,13,5,0,0,0,0,43,24,0,0,0,0,34,21,0,0,0,6,49,84,0,0,0,0,6,6,0,0
41830,0,0,29,6,0,0,3,0,66,28,0,0,3,0,64,19,0,0,11,13,57,191,0,3,0,0,12,7,0,0
41960,0,0,11,7,0,0,0,0,30,7,0,0,0,0,39,22,0,0,0,0,59,153,0,0,0,0,8,6,0,0
42030,0,0,290,234,4,0,5,0,893,543,5,4,5,4,1010,613,4,3,27,22,1415,2328,8,22,3,0,207,134,4,0
42110,0,0,43,16,0,0,0,0,140,70,5,0,5,0,163,83,0,0,4,11,184,389,4,5,0,0,42,25,0,0
42250,3,0,86,61,0,0,0,3,271,139,0,0,0,0,257,156,3,0,8,7,400,910,4,10,0,0,73,46,0,0
42600,3,4,1373,1190,3,3,9,14,3275,2452,5,9,9,8,1685,1497,12,0,12,17,1326,2818,4,17,4,0,171,120,0,0
42750,0,0,93,55,0,0,0,0,230,139,3,0,0,0,174,100,0,0,5,6,174,466,0,8,0,0,47,27,0,0
43080,0,0,3,0,0,0,0,0,40,14,0,0,0,0,35,16,0,0,0,0,48,90,0,3,0,0,14,8,0,0
43220,0,0,11,0,0,0,0,0,45,11,0,0,0,0,40,23,0,0,0,3,44,94,0,3,0,0,11,0,0,0
43360,0,0,29,15,0,0,0,0,85,31,0,0,0,3,79,44,3,0,3,8,114,208,3,0,0,0,15,15,0,0
43650,0,0,189,130,0,0,3,0,637,350,10,3,3,0,588,392,3,4,11,11,900,1666,3,11,3,7,124,71,0,0
43710,0,0,79,33,0,0,5,0,242,113,0,0,3,0,223,106,3,4,5,7,249,567,6,4,0,0,34,16,0,0
43790,0,0,113,59,0,0,4,0,398,190,4,0,3,3,412,246,7,0,12,12,625,1060,5,11,3,0,90,47,0,0
43920,0,0,67,28,0,0,6,0,223,93,0,0,12,0,275,165,3,0,12,14,483,996,0,10,0,0,80,33,0,0
44000,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44060,7,0,2628,2036,12,8,30,25,6850,4775,29,9,28,22,3831,3191,16,13,49,71,3910,8112,20,50,13,6,518,389,4,4
44210,0,0,70,57,0,0,3,0,257,115,0,3,4,0,263,150,0,3,4,15,414,1037,0,3,5,3,75,40,0,0
44340,3,6,3267,2952,15,6,16,16,6975,5439,14,23,11,3,2904,2389,14,15,31,20,1924,4209,14,35,3,3,267,179,4,0
44550,7,4,802,554,3,6,8,5,2142,1280,17,8,10,13,1553,1125,6,6,22,21,1797,3348,16,32,3,0,280,152,0,0
44620,4,0,283,202,5,0,7,0,978,510,3,0,15,4,793,430,3,6,49,39,1541,2730,6,15,5,4,296,129,0,0
44830,0,0,31,16,0,0,3,0,128,37,0,0,0,3,138,53,0,0,4,10,108,327,0,0,0,0,17,15,0,0
45040,3,0,177,112,0,0,11,0,562,330,8,7,18,17,625,355,0,4,63,58,1142,1878,8,15,3,4,213,134,3,0
45090,0,0,89,33,0,0,3,0,365,179,3,0,0,0,284,192,0,0,5,10,390,750,10,10,3,0,63,54,0,0
45120,0,0,55,26,0,0,0,0,219,84,3,0,0,0,185,78,5,0,4,6,198,472,3,7,0,4,37,25,0,0
45290,12,0,2001,1755,6,0,10,7,3998,3285,12,12,6,10,1470,1167,9,6,14,15,927,1915,4,11,0,3,138,93,0,0
45340,14,9,2743,2009,16,11,43,21,8151,5056,37,28,54,29,7217,4998,37,28,168,161,9758,19120,67,133,36,16,1466,882,8,6
45400,0,0,8,5,3,0,0,0,42,17,3,0,0,0,42,11,0,0,0,0,47,81,0,3,0,0,3,4,0,0
45540,0,0,11,4,0,0,0,0,38,26,0,0,0,0,44,10,0,0,3,3,68,121,0,3,3,0,18,13,0,0
45680,12,4,559,401,3,0,35,11,2090,1203,13,8,64,18,2580,1656,14,6,171,157,5076,7979,33,61,36,38,975,639,3,5
45890,22,16,3260,2679,10,10,52,30,7930,5929,20,22,74,33,4404,3529,23,20,155,145,4924,9527,41,56,38,21,699,553,8,3
46090,3,3,144,79,0,0,18,5,442,186,0,4,58,23,280,209,5,0,99,110,480,1394,3,14,29,21,96,59,0,0
46300,5,0,160,93,0,0,9,3,576,296,3,0,12,6,422,276,3,3,37,43,757,1450,3,6,6,3,117,95,0,0
46450,4,0,130,97,0,0,3,4,530,248,3,3,3,4,464,297,3,0,34,21,879,1809,3,18,3,3,153,99,0,0
46510,10,3,964,840,3,7,9,5,2055,1792,10,13,6,3,825,743,0,3,6,17,635,1330,7,4,0,0,74,61,0,0
46670,3,0,83,51,0,0,0,0,301,160,0,0,3,0,309,205,3,0,15,10,441,842,3,16,0,0,60,37,0,0
46860,0,0,26,14,0,0,0,0,66,36,0,0,0,0,65,30,0,0,0,3,71,175,0,3,0,0,16,5,0,0
46970,0,0,46,52,0,0,0,0,150,146,0,0,0,0,103,65,0,4,3,23,194,619,0,10,0,4,23,24,0,0
47140,16,7,1815,1716,7,4,40,18,5422,3799,19,15,75,40,4369,3253,17,17,186,179,6997,12721,41,91,32,21,1105,700,11,4
47290,0,0,14,15,0,0,0,0,91,38,0,0,0,4,61,35,0,0,3,3,92,167,0,0,0,0,10,12,0,0
47490,0,0,14,14,0,0,3,0,88,42,3,0,0,0,67,33,0,0,0,0,100,228,0,0,0,0,13,8,0,0
47630,0,0,47,30,0,0,0,0,253,118,0,0,3,3,251,138,4,3,3,7,283,645,7,4,0,0,59,24,0,0
47700,5,4,2035,1717,5,0,26,10,5770,4094,18,11,30,17,4352,3568,29,14,73,72,5089,10733,22,84,10,4,683,408,0,0
47800,3,0,40,11,0,0,3,0,146,73,0,0,4,3,179,91,7,0,15,26,244,458,4,6,3,0,41,38,0,0
47910,0,0,34,8,0,0,0,0,103,44,0,0,0,0,97,43,0,0,3,4,99,256,3,0,0,0,17,8,0,0
47980,0,5,2364,2113,6,10,10,16,4499,3848,19,6,8,3,1601,1227,12,3,8,13,959,1634,5,9,3,0,118,73,0,0
48050,0,0,231,172,3,3,3,0,635,463,3,3,3,3,675,459,3,5,12,15,787,1576,4,8,6,0,124,77,0,0
48130,0,0,53,26,0,0,0,0,242,106,0,0,0,0,215,119,3,0,8,8,318,624,0,13,3,3,55,33,0,0
48260,0,0,391,444,3,0,3,0,848,772,9,6,0,0,349,249,0,4,0,3,160,353,4,0,0,0,26,16,0,0
48340,0,0,114,50,0,0,0,0,395,184,7,0,4,0,340,189,4,0,7,15,599,1187,4,5,0,0,111,51,3,0
48410,6,12,2083,1693,4,3,27,15,4909,3847,14,19,21,18,2282,2072,9,7,34,28,2130,4516,17,10,9,3,295,229,0,0
48540,0,0,196,127,0,0,16,3,732,438,0,3,25,5,573,357,5,0,39,40,1040,2786,8,28,18,6,199,138,0,0
48640,0,0,7,7,0,0,0,0,51,21,0,0,0,0,44,12,0,0,0,0,42,107,0,0,0,0,8,5,0,0
48750,0,0,98,65,0,0,0,0,231,150,3,3,0,0,241,168,3,6,6,8,250,591,5,3,0,0,49,24,0,0
48830,0,0,93,48,0,4,0,0,383,164,0,0,5,5,386,225,6,5,7,24,494,1273,9,19,0,0,67,35,0,0
49399,3,3,29,17,0,0,4,0,97,71,0,0,3,0,74,84,0,0,29,41,91,423,0,9,11,14,23,15,0,0
49499,0,0,39,45,0,6,0,0,113,99,4,0,0,0,80,60,0,0,5,5,90,290,0,3,0,0,9,16,0,0
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50080,0,3,612,393,3,0,17,3,1798,1015,10,7,26,14,1587,984,13,13,47,72,1894,3780,14,27,25,12,312,191,0,0
50210,14,3,1474,1200,0,0,31,12,4191,2945,11,3,48,22,3180,2382,6,7,89,113,3985,8069,16,42,27,14,555,333,3,3
50250,0,4,100,175,3,0,3,3,348,600,0,0,4,10,237,494,3,9,43,113,382,3042,4,26,6,13,54,54,0,0
50280,3,3,302,178,0,0,6,5,1044,690,3,3,5,5,660,392,6,3,7,21,664,1542,7,19,4,0,97,55,0,0
50350,4,0,452,333,0,0,9,0,1132,792,3,0,8,3,621,502,3,0,14,29,631,1433,3,3,4,3,86,53,0,0
50420,9,0,2149,1756,4,4,21,16,5489,4514,14,15,18,13,2712,2413,6,11,43,54,2345,5537,13,26,8,6,306,212,3,0
50490,3,4,993,919,6,0,25,11,2828,2236,4,11,26,7,1418,1410,7,9,53,69,1434,3453,5,25,18,4,157,127,0,0
50560,0,0,18,7,0,0,4,0,61,44,0,0,0,0,65,40,0,0,3,4,76,160,0,3,0,0,7,3,0,0
50630,0,0,21,13,0,0,0,0,68,53,0,0,0,0,64,48,3,0,3,3,66,221,0,0,0,0,6,3,0,0
50770,3,0,16,7,0,0,0,0,85,39,0,0,0,0,69,30,0,0,0,0,76,138,0,3,0,0,11,9,0,0
50840,0,0,62,38,0,0,0,3,232,131,0,0,3,0,211,110,0,4,5,3,259,532,3,4,0,0,41,15,0,0
50910,0,0,13,7,0,0,0,0,34,15,0,0,0,0,35,7,0,0,0,4,34,68,3,3,0,0,3,0,0,0
50980,30,8,331,184,3,0,78,18,911,532,5,3,95,33,522,365,0,0,161,285,511,1277,5,10,92,49,74,64,0,0
51080,0,0,12,3,0,0,0,0,43,17,0,0,0,0,26,22,0,0,0,7,50,86,0,0,4,0,5,4,0,0
51120,0,0,10,3,0,0,0,0,43,21,0,0,0,0,32,21,0,0,0,0,39,81,0,0,0,0,7,7,0,0
51190,8,3,515,386,0,0,13,8,1529,1043,7,0,20,11,1157,796,8,11,40,73,1711,3370,22,32,15,3,291,135,0,0
51260,7,3,573,373,4,5,8,3,1998,1227,9,11,16,4,1572,1026,10,8,22,38,1915,4071,17,31,4,4,300,136,0,0
51310,0,0,1566,1620,7,3,7,6,3497,3182,8,13,3,0,1144,846,4,3,0,6,392,1003,0,5,0,0,70,37,0,0
51330,4,0,3228,3287,12,7,21,8,8011,7154,23,22,15,11,3674,3440,17,7,47,62,2691,6334,9,25,23,7,396,308,3,0
51400,0,3,276,211,3,0,9,0,950,521,4,0,6,3,667,463,4,3,20,23,916,1895,10,17,10,0,171,82,0,0
51470,0,0,9,0,0,0,0,0,17,13,0,0,0,0,18,12,0,0,0,0,8,67,0,0,0,0,7,0,0,0
51540,0,0,49,27,0,0,10,0,216,124,0,0,11,8,125,99,3,0,22,38,164,477,3,3,14,13,41,24,0,0
51610,0,0,13,11,0,0,0,0,72,33,0,0,0,0,50,22,3,0,3,3,55,153,0,0,0,0,9,11,0,0
51680,0,0,56,32,0,0,0,0,177,97,3,0,3,0,239,125,3,3,0,3,265,719,7,5,0,0,35,22,0,0
51750,0,3,642,626,3,0,0,0,1417,1200,3,8,0,0,450,294,0,0,0,3,127,265,0,3,0,0,27,17,0,0
51820,11,11,2595,1974,7,4,32,22,7164,4955,30,15,35,18,4339,3269,19,17,65,117,4477,10747,25,63,24,3,678,357,0,0
51890,0,0,45,20,0,0,3,0,214,88,4,3,3,0,239,115,0,0,16,21,478,1135,8,14,4,4,100,40,0,0
51960,0,0,25,20,0,0,3,4,72,45,0,0,7,6,85,57,0,0,17,22,129,400,3,4,3,0,25,6,0,0
52030,0,0,10,0,0,0,0,0,38,12,0,0,0,0,34,27,0,0,0,3,32,116,0,0,0,0,10,0,0,0
52100,0,0,9,3,0,0,0,0,57,21,0,0,0,0,33,12,0,0,0,3,41,100,0,0,3,0,8,3,0,0
52170,5,0,459,516,0,6,0,0,1131,1053,3,3,0,0,326,234,0,3,0,0,104,224,0,4,0,0,21,8,0,0
52240,0,0,7,5,0,0,0,0,38,19,0,0,0,0,27,28,0,0,0,3,59,78,0,0,0,0,14,0,0,0
52310,0,0,14,8,0,0,0,0,26,12,0,0,0,0,27,19,0,3,0,3,29,92,0,0,0,0,3,3,0,0
52380,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,8,13,0,0,0,0,0,0,0,0
