lgacode16,did_not_go_to_school_indig_f,did_not_go_to_school_indig_m,did_not_go_to_school_non_indig_f,did_not_go_to_school_non_indig_m,did_not_go_to_school_indig_stat_notstated_f,did_not_go_to_school_indig_stat_notstated_m,y8_below_indig_f,y8_below_indig_m,y8_below_non_indig_f,y8_below_non_indig_m,y8_below_indig_stat_notstated_f,y8_below_indig_stat_notstated_m,y9_equivalent_indig_f,y9_equivalent_indig_m,y9_equivalent_non_indig_f,y9_equivalent_non_indig_m,y9_equivalent_indig_stat_notstated_f,y9_equivalent_indig_stat_notstated_m,y10_equivalent_indig_f,y10_equivalent_indig_m,y10_equivalent_non_indig_f,y10_equivalent_non_indig_m,y10_equivalent_indig_stat_notstated_f,y10_equivalent_indig_stat_notstated_m,y11_equivalent_indig_f,y11_equivalent_indig_m,y11_equivalent_non_indig_f,y11_equivalent_non_indig_m,y11_equivalent_indig_stat_notstated_f,y11_equivalent_indig_stat_notstated_m,y12_equivalent_indig_f,y12_equivalent_indig_m,y12_equivalent_non_indig_f,y12_equivalent_non_indig_m,y12_equivalent_indig_stat_notstated_f,y12_equivalent_indig_stat_notstated_m
22830,7,7,364,387,3,7,63,84,1761,1813,41,33,89,91,1633,1996,27,21,152,147,3975,4391,49,36,105,93,3440,3584,30,36,192,125,9873,7924,83,49
22910,0,0,13,11,0,0,3,6,338,347,8,10,6,5,414,470,12,8,4,9,937,1098,9,11,9,9,873,863,5,18,19,11,3055,2429,30,22
22980,0,0,21,30,0,0,0,3,253,273,6,4,3,3,209,263,4,7,9,3,401,496,4,15,5,4,375,394,0,3,11,3,781,573,8,4
23110,0,0,612,415,6,0,10,10,2676,1940,34,24,14,8,1473,1469,13,17,34,31,3628,4168,30,34,30,27,3129,3671,22,27,74,67,21024,19225,107,113
23190,0,0,20,17,0,0,6,8,531,530,13,10,12,14,596,578,6,5,18,12,1265,1377,14,10,17,21,1476,1456,12,7,18,15,3226,2534,20,17
23270,0,5,2235,1436,31,24,46,44,6007,5152,68,58,42,51,3808,4285,36,31,115,95,8763,10227,73,88,70,61,7458,7940,51,65,159,146,38905,36145,246,232
23350,0,0,20,9,0,0,4,5,273,335,8,5,3,3,334,450,9,3,22,7,1148,1400,13,20,5,10,912,934,4,11,28,17,2943,2173,35,23
23430,3,3,745,546,6,8,8,9,3522,2485,52,34,8,9,2386,2341,22,21,31,38,6551,6796,54,46,23,37,6046,6487,51,48,111,87,37717,34238,188,167
23670,4,4,506,380,3,3,12,11,2765,2047,38,28,26,14,2979,3032,27,35,50,74,7981,8730,44,71,39,52,7467,7692,67,58,88,79,36552,32408,166,168
23810,5,7,158,137,4,3,39,44,2133,1829,34,21,43,44,2321,2170,35,28,92,75,5224,5855,59,55,56,48,4611,4902,43,46,84,82,11388,9223,69,64
23940,0,0,7,9,0,0,8,14,240,323,9,6,9,7,256,326,5,3,10,7,490,704,13,16,6,0,475,502,3,7,6,5,947,729,6,13
24130,0,0,40,41,5,0,4,7,621,693,6,9,11,11,809,1001,15,13,16,28,2299,2791,13,24,6,10,2431,2597,23,18,37,35,9912,8098,73,57
24210,0,0,698,455,4,5,6,0,3036,2086,30,23,4,0,1706,1466,16,13,15,21,4285,3771,38,30,15,13,3964,3778,33,26,30,33,31483,29700,167,134
24250,0,0,8,4,0,0,3,0,159,199,4,3,5,3,198,288,4,7,3,4,490,675,8,5,3,3,544,550,0,10,16,8,1564,1200,13,4
24330,0,3,793,565,8,6,3,12,2117,1470,22,21,10,14,941,902,9,11,29,22,2086,2417,19,22,19,25,1710,2223,13,23,86,88,22513,22621,106,89
24410,0,0,402,329,3,7,7,11,2014,1500,28,13,13,12,1964,1903,20,18,41,48,5524,5771,46,45,28,23,5401,5657,37,33,85,71,26363,22720,121,77
24600,7,3,470,299,4,3,3,8,874,609,13,4,7,9,679,659,11,8,16,23,1665,1763,15,20,13,12,2395,2550,34,20,129,130,50354,46641,199,199
24650,0,3,651,473,8,5,28,32,2620,2225,36,22,33,33,2488,2798,26,34,98,78,6449,7513,57,50,63,41,5136,5807,36,50,147,97,27341,23596,153,134
24780,4,3,215,245,0,3,63,59,1669,1642,31,27,89,91,1629,1755,24,27,191,151,3774,4297,49,56,99,56,2916,2867,23,38,157,105,7860,6225,72,51
24850,0,0,42,62,0,0,14,13,801,821,15,4,15,23,1054,1407,14,20,35,47,2601,3190,26,47,33,36,2156,2415,27,25,69,61,6764,5425,61,54
24900,0,0,53,57,0,0,21,18,829,1032,17,23,7,25,935,1229,12,16,38,44,2342,2641,24,33,21,23,1777,1837,16,22,44,31,4105,2899,37,23
24970,0,5,1065,694,5,10,14,9,4180,2881,61,40,5,10,2246,2019,17,19,22,22,5523,5189,39,39,20,16,4993,4941,40,32,80,77,52374,50846,195,195
25060,0,0,863,505,3,6,7,8,3462,2361,41,22,11,7,1532,1494,18,15,20,22,3906,3974,44,39,16,24,3886,4222,25,44,89,88,30713,27826,155,139
25150,0,0,24,42,3,3,3,3,581,619,15,10,14,11,753,1013,14,9,21,40,1963,2532,24,22,16,15,1913,1927,12,24,40,34,5773,4445,39,26
25250,0,3,1534,972,14,6,9,11,5895,4125,72,49,9,17,2016,1986,29,28,37,43,4429,5173,48,66,40,23,4086,4678,38,40,195,156,44295,41334,195,190
25340,3,7,206,245,5,0,26,26,3072,2429,55,35,41,37,3737,3807,59,45,82,92,10258,10873,100,119,50,68,8928,8744,71,54,187,151,31734,26579,209,175
25430,0,0,17,17,0,0,4,3,367,342,10,3,3,5,450,498,9,10,12,16,1070,1216,10,22,6,3,1017,1003,11,14,20,17,3752,3019,36,27
25490,0,0,11,18,0,0,6,8,330,432,7,4,3,9,368,573,0,7,18,10,923,1239,11,13,7,3,1023,1165,13,7,15,13,2859,2032,28,23
25620,0,0,14,25,0,0,4,10,272,355,8,8,7,7,346,549,12,7,6,17,953,1266,16,14,9,12,817,851,7,11,29,16,2366,1836,24,15
25710,0,0,60,58,0,3,0,0,587,490,5,7,3,4,803,896,6,10,17,15,2454,3039,20,20,11,11,2992,3214,23,16,44,39,15329,13530,94,69
25810,0,0,36,52,0,0,11,6,378,402,3,12,6,10,417,460,4,4,13,11,857,910,13,17,5,11,749,759,6,10,14,8,1720,1405,20,13
25900,3,3,246,177,0,0,3,15,1060,872,19,15,3,13,588,674,10,8,18,35,2204,2506,24,24,14,11,2560,2671,24,24,112,88,32846,30137,134,114
25990,0,0,0,12,0,0,0,8,194,238,3,8,3,3,203,325,4,4,4,11,503,632,0,4,9,5,436,431,6,0,14,10,1006,758,9,5
26080,0,0,3,3,0,0,0,0,35,37,3,0,0,0,48,39,0,0,0,0,156,137,0,3,0,0,180,159,3,0,3,0,724,601,3,4
26170,0,0,41,24,0,0,8,10,659,745,11,14,7,6,793,1022,8,12,16,25,2003,2418,16,18,15,12,1956,2022,22,16,28,27,4784,3403,27,29
26260,0,3,17,27,0,0,12,5,470,457,8,5,8,3,467,548,3,5,13,12,1068,1277,13,18,20,15,1091,1058,12,9,19,8,2668,1974,20,14
26350,0,3,298,167,3,0,3,8,1136,758,18,9,3,7,593,529,6,8,5,17,2011,1762,20,20,7,6,2446,2113,24,17,76,92,35840,32276,138,107
26430,0,0,6,11,0,0,0,5,276,321,4,4,4,4,311,412,3,3,8,15,777,909,11,16,8,9,642,620,10,9,7,12,1745,1295,11,20
26490,0,0,26,17,3,0,0,3,312,316,4,3,3,11,431,442,5,5,8,10,1235,1517,13,14,15,7,1610,1721,16,14,26,24,6810,5886,44,28
26610,3,0,100,135,3,8,23,30,551,636,16,11,39,27,521,662,19,15,55,56,1259,1514,17,30,48,29,1102,1146,11,15,65,50,2856,2249,22,24
26670,0,0,0,3,0,0,3,4,131,195,0,10,6,3,163,224,5,0,12,4,496,599,3,6,3,4,387,415,3,3,10,3,876,702,11,4
26700,0,0,43,39,0,0,7,9,744,705,15,19,13,14,757,848,10,13,29,19,1991,2360,17,35,15,19,1855,1711,20,18,25,43,4824,3618,34,26
26730,8,5,32,51,0,0,15,10,839,750,16,8,18,21,867,1010,12,14,32,41,2034,2220,20,17,29,23,2193,2028,15,17,38,51,6201,4849,34,35
26810,0,3,66,62,0,0,11,18,969,1169,17,17,23,18,1244,1573,13,11,48,40,3033,3625,32,34,38,31,2786,2740,16,33,62,49,6588,4958,48,43
26890,0,0,3,7,0,0,5,0,98,146,3,3,0,3,98,141,0,3,0,0,287,372,3,0,0,0,291,317,6,0,0,0,603,428,9,8
26980,7,8,919,631,14,5,6,7,3177,1983,40,36,5,10,2142,1839,18,16,28,17,5264,4716,60,35,16,17,5176,5076,40,29,64,56,46372,43034,186,167
27070,4,7,1648,1172,29,10,40,29,6366,4997,98,76,45,52,3580,3711,40,51,100,108,8128,9429,76,83,69,77,7050,7686,70,65,236,143,43023,39418,230,220
27170,5,4,72,87,0,0,24,25,723,696,20,13,33,27,969,963,11,12,84,80,3127,3387,29,31,40,28,2071,2153,10,12,100,68,6613,5515,30,32
27260,3,10,1088,738,10,5,19,34,3644,2870,32,19,49,37,3277,3497,27,27,115,104,8776,9990,64,83,68,90,7142,7719,54,57,200,140,48286,45150,213,187
27350,4,3,632,301,9,6,14,13,1432,863,14,16,6,7,610,569,3,11,15,23,1387,1679,16,8,17,16,1596,1853,14,12,92,90,29041,27026,122,125
27450,0,3,224,248,3,3,29,38,2267,2197,49,40,28,39,3158,3964,29,43,100,117,8719,11016,79,104,63,53,8565,9170,70,65,180,123,31046,25081,191,152
27630,0,0,16,9,3,0,7,6,228,277,8,3,4,3,203,271,3,3,4,10,475,566,15,3,0,0,502,501,5,7,4,11,860,687,8,10
29399,0,0,3,0,0,0,0,0,0,13,0,0,0,0,3,6,0,0,0,0,16,36,0,0,0,0,12,39,0,0,3,3,191,187,3,0
29499,3,0,37,39,0,0,0,12,77,138,0,3,5,9,122,243,3,9,12,24,281,429,4,5,4,6,232,355,0,7,8,15,1321,1305,9,21
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,6,0,0
30250,3,9,0,3,0,0,95,122,0,0,0,0,49,52,0,0,0,0,149,132,12,13,0,0,37,13,6,3,0,0,57,37,15,34,0,0
30300,0,7,8,11,0,0,35,37,94,132,3,5,18,17,36,84,0,5,59,75,318,428,3,7,35,16,86,96,0,3,68,42,680,522,14,9
30370,0,0,14,35,0,0,16,21,401,552,5,8,18,20,217,308,9,0,49,38,1273,1641,13,17,18,17,330,403,9,5,72,54,2221,1840,19,10
30410,0,0,0,3,0,0,5,12,92,126,0,0,3,3,35,65,0,0,8,16,274,335,4,5,0,0,70,47,0,0,20,12,486,368,3,3
30450,0,0,0,0,0,0,3,0,5,24,0,0,0,0,3,5,0,0,3,0,18,45,0,0,0,0,8,4,0,0,3,0,44,28,0,0
30760,0,3,3,5,0,0,3,0,87,106,0,0,5,0,26,67,0,0,4,11,224,214,0,3,0,5,50,39,0,0,15,7,289,224,0,0
30900,0,0,0,0,0,0,7,13,4,16,0,0,9,8,3,11,0,0,3,11,30,45,0,0,0,0,4,8,0,0,9,4,57,42,0,0
31000,40,50,3232,2503,44,19,312,321,17010,12219,202,147,339,343,8976,8674,93,65,1204,1143,61412,53434,418,344,455,410,18116,20252,114,119,3089,2900,311801,298510,1136,1142
31750,0,0,0,0,0,0,0,0,8,26,0,0,0,0,6,11,0,0,4,10,24,39,0,0,5,0,7,13,0,0,5,3,50,35,0,0
31820,3,16,133,150,5,10,102,118,2992,3244,45,47,116,110,2350,2575,30,35,340,314,11259,10662,99,79,126,115,2580,2475,29,22,372,300,13477,11613,96,92
31900,0,3,25,43,0,0,22,18,610,658,11,7,21,31,317,406,9,3,92,72,1888,2118,30,25,37,28,403,525,4,3,98,94,2412,2067,19,17
31950,0,0,0,0,0,0,11,11,0,0,0,0,4,3,0,4,0,0,6,11,14,20,0,0,6,10,4,4,0,0,15,20,28,28,0,3
32080,45,59,423,387,3,3,307,280,2058,2044,38,25,315,251,1832,2120,21,21,1079,850,11186,11957,87,112,594,437,4023,4678,35,36,2010,1494,30374,26465,177,152
32250,6,9,3,0,0,0,32,31,26,56,3,3,21,36,24,38,0,0,97,88,110,165,3,3,42,23,34,34,0,0,62,45,171,154,0,0
32260,8,3,84,64,5,3,81,79,801,915,15,16,70,66,434,677,8,10,242,218,2704,2986,40,35,111,80,735,906,14,17,303,258,4029,3693,60,50
32270,4,7,23,32,0,0,18,29,303,501,3,12,22,28,290,492,3,0,79,113,2058,2793,23,25,38,43,661,799,6,3,135,128,4528,3977,42,31
32310,3,4,12,22,0,0,29,39,323,466,7,8,26,31,259,293,3,5,73,61,1122,1155,17,10,40,40,277,261,3,3,85,80,1644,1227,4,20
32330,12,6,4,3,0,0,42,36,0,0,0,0,59,65,0,0,0,0,126,103,0,3,0,0,76,43,0,0,0,0,64,55,0,3,0,0
32450,6,4,4,5,0,0,27,47,28,63,0,0,18,28,24,49,0,3,64,71,145,272,4,6,22,17,50,81,0,0,64,61,374,426,5,3
32500,0,9,4,9,0,3,29,39,35,86,3,0,14,25,53,93,0,0,76,79,248,392,3,6,38,29,94,96,0,3,109,92,536,501,15,13
32600,0,0,0,0,0,0,3,0,3,7,0,0,0,0,3,5,0,0,3,3,27,31,0,0,3,3,4,3,0,0,3,4,23,15,0,0
32750,0,0,0,0,0,0,3,0,0,8,0,0,4,3,3,8,0,0,6,4,15,21,0,0,5,0,10,11,0,0,0,7,51,50,0,0
32770,3,3,0,0,0,0,37,62,0,0,0,0,23,38,0,0,0,0,209,158,7,3,0,0,59,42,0,3,0,0,44,32,21,28,0,0
32810,0,3,3,4,0,3,27,30,110,165,4,8,18,23,139,181,3,7,83,79,770,1012,15,17,34,34,394,397,7,7,102,83,2192,1979,17,10
33100,0,0,5,4,0,0,4,7,26,43,0,0,0,0,20,35,0,3,0,4,85,113,3,3,0,0,16,12,0,0,0,0,85,76,0,3
33200,0,3,7,3,0,0,5,9,54,73,3,3,0,3,32,40,0,3,8,8,154,187,0,4,3,4,33,42,0,0,8,11,218,170,3,4
33220,8,9,118,157,5,4,87,100,2999,3265,58,45,124,134,2817,2880,27,43,390,348,13086,12028,110,126,136,100,2950,2867,30,27,418,307,14218,12171,112,89
33360,0,3,43,66,0,0,39,46,945,1079,19,7,60,70,896,1209,7,10,244,218,5574,6644,53,46,72,80,1796,2223,15,25,298,257,9997,9222,57,40
33430,23,24,746,658,13,13,129,133,6828,6069,103,80,200,211,8791,8797,100,75,865,833,47890,44373,374,291,283,272,16680,16634,119,110,1404,1190,121257,109527,633,579
33610,4,0,7,16,0,0,20,18,265,338,11,6,30,26,139,251,7,3,53,50,940,1115,14,19,16,17,239,232,0,0,49,38,1723,1358,17,16
33620,4,4,52,66,0,0,50,52,1403,1643,17,20,44,55,1152,1482,7,14,161,148,5989,5936,61,61,56,34,1431,1395,18,18,147,141,7115,5902,75,62
33800,3,4,17,23,0,0,23,24,494,497,10,10,33,7,213,249,0,3,43,39,1230,1217,15,12,16,30,259,314,0,4,54,55,1473,1480,8,12
33830,0,3,0,0,0,0,30,43,0,0,0,0,39,28,0,3,0,0,78,95,0,7,0,0,52,41,3,0,0,0,73,60,7,7,0,0
33960,17,13,466,405,9,3,165,166,3975,3585,46,54,184,233,2957,3323,33,36,640,607,16391,16287,144,125,256,229,4739,5191,35,43,1047,833,34999,31317,189,184
33980,0,0,6,19,0,0,11,13,179,313,0,5,16,19,204,363,3,9,61,68,1390,2120,22,30,24,28,398,635,9,5,87,71,3275,2978,24,21
34420,4,0,0,0,0,0,43,40,0,0,0,0,15,21,0,0,0,0,119,100,5,15,0,0,81,44,0,3,0,0,56,39,21,26,0,0
34530,3,3,20,31,0,0,24,28,805,867,8,13,15,33,632,751,6,4,127,105,3678,4000,49,53,31,50,962,996,6,4,169,160,5936,5011,47,34
34570,10,6,0,0,0,0,27,21,0,3,0,0,36,24,0,3,0,0,44,58,6,5,0,0,33,30,5,4,0,0,47,32,15,12,0,0
34580,3,0,45,85,3,7,36,39,1156,1326,20,25,50,52,731,984,13,14,105,115,3975,4177,38,48,39,33,892,865,6,9,131,102,6141,4873,74,60
34590,21,17,1300,1141,21,7,176,200,5539,5333,85,70,247,234,5145,5826,50,61,810,751,26197,26315,218,215,300,270,8118,8430,69,69,1216,984,55522,50258,303,310
34710,0,0,3,5,0,0,5,8,68,105,0,0,3,12,42,89,0,0,16,20,325,336,3,3,7,3,79,84,4,0,15,23,709,518,9,4
34770,17,20,90,119,0,3,125,135,2381,2672,40,34,143,138,1859,2263,18,24,492,484,11164,12329,100,105,202,163,2978,3599,26,31,708,580,18777,16016,110,113
34800,0,0,3,0,0,0,0,0,13,26,0,0,0,0,12,21,0,0,3,0,72,119,0,3,0,0,15,25,0,0,9,5,128,127,3,0
34830,0,0,0,0,0,0,18,11,0,0,0,0,9,11,0,0,0,0,41,31,0,8,0,0,10,8,0,0,0,0,13,17,6,3,0,0
34860,4,9,21,27,0,0,30,46,290,381,0,6,32,27,148,235,4,7,96,93,1079,1377,10,12,30,20,229,275,0,0,88,57,2096,1609,14,10
34880,12,8,61,51,0,0,80,96,563,678,10,11,64,71,281,420,10,4,200,172,1771,1855,23,26,69,87,456,533,7,6,172,154,3117,2731,25,19
35010,25,35,475,501,13,13,185,217,7676,7318,111,92,299,300,7204,7469,82,70,1023,915,40436,38307,329,288,399,293,11306,11777,82,87,1719,1311,82355,73081,452,416
35250,7,6,0,0,0,0,43,35,0,3,0,0,23,26,0,0,0,0,112,107,5,7,0,0,54,41,0,5,0,0,58,41,45,46,0,0
35300,18,26,14,20,0,0,87,104,151,252,4,8,89,86,165,259,3,0,280,222,1062,1599,8,13,112,101,336,479,3,3,380,266,2933,2639,16,17
35600,0,5,3,11,0,0,26,27,130,161,3,5,19,18,71,99,0,0,36,37,383,435,3,3,21,10,117,81,0,0,46,32,644,503,4,3
35670,0,3,0,0,0,0,31,32,0,0,0,0,30,40,0,0,0,0,95,90,0,12,0,0,66,40,0,7,0,0,76,77,8,14,0,0
35740,0,7,34,45,4,0,13,14,724,660,11,7,18,20,813,865,8,3,69,61,5151,4741,48,45,25,18,1783,1693,10,13,105,95,11183,10052,83,65
35760,4,3,17,20,0,0,28,29,394,549,14,14,14,25,212,313,6,4,56,56,1063,1191,9,14,37,23,211,192,3,6,65,59,1334,1096,11,10
35780,0,0,0,0,0,0,61,56,3,6,0,0,30,34,3,12,0,0,139,149,23,39,0,0,148,104,3,11,0,0,342,264,74,65,0,0
35790,4,9,0,0,0,0,86,126,0,3,0,0,87,111,0,0,0,0,248,251,8,7,0,3,119,93,3,4,0,0,180,138,46,35,0,0
35800,3,4,8,6,0,0,19,14,33,54,0,3,10,20,20,35,0,0,35,38,142,162,3,0,23,8,37,26,0,0,45,22,190,171,4,0
36070,6,11,0,0,0,0,33,41,0,5,0,0,18,24,0,3,0,0,72,81,10,15,0,0,42,23,4,0,0,0,42,26,24,22,0,0
36150,0,0,0,0,0,0,9,9,12,20,0,0,7,0,7,22,0,0,8,13,73,91,0,0,0,6,13,22,0,0,12,10,138,108,0,0
36250,4,12,124,128,4,0,68,67,2583,2310,28,37,72,82,2259,2301,25,26,333,303,15107,13984,101,92,101,79,3803,4200,19,40,485,400,30258,27478,169,126
36300,0,0,0,0,0,0,0,0,26,44,0,0,0,0,14,14,0,0,7,9,74,119,0,0,4,4,15,20,0,0,7,0,121,93,0,0
36370,16,19,103,161,3,0,131,131,2092,2273,31,24,124,144,1309,1547,18,19,475,439,7620,7403,74,66,209,148,1689,1882,25,13,704,557,13013,11354,79,79
36510,0,3,32,39,8,0,17,20,1041,1134,16,7,31,33,756,927,3,5,106,89,4000,4093,39,40,28,33,1040,1080,13,7,138,117,7045,5815,61,49
36580,6,3,23,36,0,0,21,32,684,880,13,23,21,32,556,723,9,12,81,56,2617,2897,29,25,28,19,651,649,11,11,95,70,3527,2849,34,29
36630,4,5,42,61,0,0,44,57,1082,1348,16,29,48,66,779,943,9,10,147,129,3682,3798,37,54,63,36,834,795,17,3,156,127,4290,3449,47,42
36660,5,4,52,44,3,0,46,50,1060,1195,25,28,52,41,739,884,11,12,139,106,4146,3995,57,59,46,42,849,847,5,7,148,122,5350,4438,54,40
36720,11,14,226,241,0,6,74,98,4759,4466,64,41,116,147,4950,4930,58,55,479,534,29921,27014,230,218,175,162,9099,8873,73,63,806,698,60832,53190,331,265
36820,10,3,36,37,0,0,61,50,627,704,19,11,69,49,438,547,11,0,177,135,2618,2622,45,37,64,46,628,613,3,3,167,154,3872,3325,33,42
36910,17,18,282,258,4,7,109,150,4075,4056,49,64,161,175,2463,2875,33,19,505,512,15594,15061,136,117,190,142,3551,3448,28,20,742,617,29557,25697,150,133
36950,6,5,0,4,0,0,64,45,5,14,0,0,22,28,3,15,0,0,150,125,51,79,0,0,71,50,19,26,0,0,372,334,241,200,6,3
36960,9,10,3,0,0,0,146,131,20,27,0,0,37,63,11,6,0,0,194,270,17,28,0,0,160,118,11,7,0,0,602,546,60,50,0,3
37010,27,36,252,231,3,8,238,237,2838,2954,45,42,226,257,2416,2808,25,27,1000,843,15270,15324,123,120,439,344,4482,5344,36,48,1672,1412,36460,32859,187,179
37300,6,5,0,3,0,0,7,8,17,21,0,0,10,12,25,44,0,4,45,48,191,325,3,7,19,18,84,123,3,3,109,111,565,560,11,11
37310,6,8,35,48,0,0,61,66,841,1074,16,17,57,37,504,733,9,5,166,171,3001,3604,29,32,59,32,705,788,10,7,183,120,4858,4076,25,37
37340,3,4,41,37,3,4,43,45,577,696,13,3,53,44,536,718,11,12,150,158,3048,3679,26,44,56,52,1006,1163,9,14,166,169,5260,4680,57,41
37400,0,0,0,7,0,0,4,3,23,40,0,0,7,5,16,28,0,0,3,11,102,157,0,3,6,5,18,27,0,0,13,5,180,122,0,0
37550,0,3,0,0,0,0,36,24,0,0,0,0,30,35,0,0,0,0,121,97,3,7,0,0,43,30,0,0,0,0,52,38,11,16,0,0
37570,0,0,0,0,0,0,18,17,0,0,0,0,16,13,0,0,0,0,29,22,0,4,0,0,16,11,0,0,0,0,28,19,4,5,0,0
37600,7,6,0,0,0,0,50,56,0,4,0,0,81,94,0,0,0,0,251,278,0,4,0,0,146,112,0,3,0,0,195,198,10,15,0,0
39499,3,3,21,43,0,0,14,29,171,292,3,0,18,39,255,403,3,3,43,73,1135,1369,8,17,25,32,348,452,3,0,51,67,2016,2025,20,19
39799,0,0,0,0,0,0,0,0,6,5,0,0,0,0,7,3,0,0,0,0,22,12,0,0,0,0,5,7,0,0,0,0,18,24,0,0
40070,0,0,29,40,0,0,4,4,119,118,0,3,7,6,114,129,3,0,18,10,455,470,9,4,15,13,630,673,4,4,34,29,7457,7460,37,31
40120,0,0,28,21,0,0,3,7,377,374,11,4,0,4,383,436,3,11,12,16,1701,1866,20,15,12,8,2304,2530,24,26,32,32,9229,8462,55,72
40220,0,0,14,22,0,0,3,6,443,490,8,14,14,11,552,637,11,3,26,22,2093,2052,29,19,32,25,2113,2096,24,28,45,40,4414,3762,38,26
40250,27,33,0,0,0,0,86,83,0,3,0,0,69,73,0,8,0,0,155,154,11,17,0,0,124,77,15,20,0,0,118,88,87,57,3,0
40310,0,0,14,18,0,0,6,11,602,505,11,10,3,13,463,533,4,6,11,16,1564,1626,23,14,4,13,1715,1962,21,17,25,13,4145,3458,33,28
40430,0,0,0,0,0,0,0,3,82,112,3,0,4,0,62,92,5,3,0,3,206,230,0,3,4,10,225,233,0,0,3,4,329,275,0,3
40520,3,3,45,27,0,3,14,17,339,388,10,0,19,15,247,300,3,8,41,29,726,806,9,7,29,22,765,741,7,8,21,30,1465,1228,12,9
40700,0,0,67,43,0,0,3,3,487,305,3,7,0,3,329,246,5,7,4,9,1530,979,12,17,7,8,1846,1447,24,11,32,16,12918,11973,66,55
40910,0,0,340,207,3,0,12,4,1688,1234,13,12,10,8,688,562,8,13,22,18,2330,2041,17,20,21,17,2648,2692,16,27,49,39,11924,11112,69,60
41010,0,0,4,3,0,0,19,13,56,81,0,0,17,26,53,78,0,3,33,38,196,216,6,7,48,43,183,217,5,4,66,22,396,314,4,3
41060,4,3,795,518,10,9,32,31,3729,2647,50,28,39,43,1848,1598,28,9,107,106,5781,5249,73,48,103,91,6153,6822,52,62,213,167,24409,23256,136,131
41140,0,0,0,3,0,0,6,0,182,213,0,3,3,0,204,210,3,4,8,4,588,608,10,6,3,5,751,790,8,12,12,12,1478,1275,14,13
41190,0,0,5,3,0,0,0,0,60,58,0,0,3,0,20,38,0,0,3,0,98,110,0,7,0,3,123,186,3,0,0,0,272,215,0,3
41330,12,0,3,7,0,0,7,5,25,71,0,0,8,7,18,41,0,0,23,23,66,129,0,7,25,12,68,92,0,0,21,13,207,236,3,3
41560,0,0,4,12,0,0,3,7,417,479,15,10,11,4,437,508,5,10,34,23,1256,1309,12,15,35,28,1132,1181,12,17,33,23,1787,1352,17,17
41750,0,0,0,0,0,0,0,0,16,39,0,0,0,0,13,31,0,0,0,4,68,110,0,0,0,3,71,79,0,0,7,3,157,137,3,0
41830,3,0,0,5,0,0,11,8,37,50,3,0,3,7,32,40,0,3,13,14,124,128,0,0,16,12,114,143,3,0,21,8,227,152,0,3
41960,0,0,0,0,0,0,0,0,41,47,3,0,3,0,21,38,0,0,0,0,116,128,0,0,0,3,92,106,0,0,3,0,157,135,3,0
42030,3,0,28,25,0,0,16,4,544,485,9,10,13,8,537,529,3,8,20,22,1701,1630,22,20,34,27,1787,1805,16,18,47,28,3974,3218,31,21
42110,0,0,3,3,0,0,3,0,116,139,3,3,0,0,109,146,0,0,9,8,287,355,5,4,7,3,293,364,3,0,8,6,590,467,3,3
42250,0,0,0,6,0,0,0,0,135,247,5,10,5,4,137,230,3,3,3,12,445,680,7,3,4,6,648,762,7,12,13,9,1142,827,16,9
42600,3,0,59,86,4,0,5,5,513,383,3,3,6,3,485,356,3,6,13,20,2096,1635,18,9,19,13,2129,2103,10,16,51,38,8914,8025,40,33
42750,0,0,4,4,0,0,0,3,77,116,0,5,3,0,89,119,0,4,3,3,317,387,3,11,4,11,297,370,5,9,5,5,819,643,9,8
43080,0,0,0,0,0,0,0,0,46,60,0,0,0,0,18,42,0,0,0,0,72,113,0,5,0,0,78,90,0,0,0,3,151,97,0,0
43220,0,0,0,0,0,0,0,0,33,51,0,0,0,0,13,26,0,0,0,0,48,71,0,0,0,3,85,90,0,0,0,4,165,128,0,3
43360,0,0,0,0,0,0,0,0,70,80,5,4,0,0,56,87,5,0,5,3,186,224,0,5,3,8,178,200,0,0,3,3,332,257,5,3
43650,0,0,8,9,0,0,0,3,200,255,3,0,0,3,217,279,3,5,12,8,923,1051,4,3,11,15,1134,1305,8,10,14,14,2552,2063,15,14
43710,0,0,6,5,0,0,0,0,64,111,3,3,0,3,76,128,0,4,7,3,295,415,3,4,7,9,430,505,3,6,14,9,845,643,16,9
43790,0,0,20,17,0,0,3,8,387,446,8,3,4,4,262,352,7,3,21,17,841,991,10,16,19,15,910,924,10,15,22,10,1533,1232,12,9
43920,0,0,9,11,0,0,0,10,149,211,3,3,11,10,164,253,3,3,10,14,667,814,5,6,26,18,692,803,3,15,24,20,1250,967,9,13
44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0
44060,0,11,273,205,3,0,18,23,1800,1281,28,19,23,23,1399,1204,11,10,73,54,4965,4343,48,34,70,66,5245,5479,33,38,129,123,20903,18655,112,102
44210,0,3,10,7,0,0,4,7,248,319,3,7,9,7,208,294,0,7,13,21,694,882,9,15,9,11,669,762,6,3,14,17,1100,925,10,11
44340,0,0,114,74,0,4,10,11,825,594,10,5,4,12,666,537,3,7,20,26,2667,2194,15,19,20,21,3209,3309,26,22,71,57,17510,15865,80,82
